,T,Tmin,Tmax,Prec,Rad,Rs,RH,u2,u2mx,vap,aP
1943-10-12,8.5,1.7,17.7,0.0,,,70.0,,,7.3,1012.2
1943-10-13,4.7,1.5,16.9,0.0,,,69.0,,,5.9,1009.2
1943-10-14,5.0,-2.8,14.0,0.0,,,70.0,,,5.6,1005.8
1943-10-15,6.6,1.6,12.3,0.0,,,82.0,,,7.9,1001.4
1943-10-16,6.4,1.6,11.0,0.0,,,81.0,,,7.9,999.0
1943-10-17,9.7,3.5,14.1,0.0,,,83.0,,,9.9,995.6
1943-10-18,12.2,8.5,20.0,0.9,,,84.0,,,12.4,993.5
1943-10-19,11.0,8.5,17.5,0.0,,,91.0,,,12.7,997.5
1943-10-20,13.2,7.0,20.0,0.0,,,84.0,,,12.8,1000.2
1943-10-21,14.2,9.9,21.0,0.0,,,83.0,,,14.0,1000.9
1943-10-22,12.4,10.3,19.7,0.0,,,83.0,,,12.3,999.9
1943-10-23,11.8,8.2,16.2,0.0,,,90.0,,,12.7,999.7
1943-10-24,10.7,8.4,16.4,0.0,,,87.0,,,11.3,1000.4
1943-10-25,7.4,4.5,13.3,0.0,,,88.0,,,9.3,998.8
1943-10-26,9.1,4.0,12.4,0.0,,,88.0,,,10.1,1000.1
1943-10-27,9.9,8.2,12.5,0.0,,,85.0,,,10.4,1005.9
1943-10-28,9.2,5.6,19.2,0.0,,,80.0,,,9.6,1008.5
1943-10-29,10.3,4.0,20.0,0.0,,,76.0,,,9.9,1011.0
1943-10-30,9.1,1.6,18.8,0.0,,,78.0,,,8.7,1013.2
1943-10-31,10.4,5.6,14.9,0.0,,,53.0,,,6.8,1010.2
1943-11-01,10.3,5.7,16.0,0.0,,,52.0,,,6.5,1006.7
1943-11-02,7.2,4.7,14.9,0.0,,,69.0,,,7.2,1008.8
1943-11-03,4.5,-0.6,6.5,0.0,,,94.0,,,7.6,1013.7
1943-11-04,2.3,-0.6,7.5,0.0,,,74.0,,,5.6,1018.5
1943-11-05,0.4,-5.0,2.4,0.2,,,85.0,,,5.2,1015.1
1943-11-06,2.7,0.1,6.7,0.0,,,75.0,,,5.5,998.5
1943-11-07,4.0,-1.7,9.0,0.2,,,78.0,,,6.5,1004.7
1943-11-08,2.6,0.6,4.2,0.0,,,85.0,,,6.3,1007.2
1943-11-09,0.7,-1.4,6.6,0.1,,,90.0,,,6.1,1016.5
1943-11-10,2.5,-5.0,9.0,0.0,,,79.0,,,5.6,1017.7
1943-11-11,4.1,2.2,8.6,0.5,,,80.0,,,6.5,1004.4
1943-11-12,5.5,3.4,8.0,3.5,,,80.0,,,7.1,987.6
1943-11-13,6.2,2.7,9.4,2.3,,,78.0,,,7.2,978.4
1943-11-14,4.5,2.8,8.0,2.1,,,82.0,,,6.9,974.4
1943-11-15,1.7,-1.0,7.2,0.0,,,80.0,,,5.7,988.3
1943-11-16,1.8,-1.9,6.2,0.1,,,90.0,,,6.3,995.5
1943-11-17,0.7,-2.9,5.0,0.0,,,86.0,,,5.5,1000.6
1943-11-18,0.4,-4.0,4.5,0.0,,,85.0,,,5.2,1008.9
1943-11-19,1.4,-0.2,1.8,0.0,,,85.0,,,5.7,1014.5
1943-11-20,1.3,0.0,2.0,0.0,,,95.0,,,6.3,1016.0
1943-11-21,2.7,0.6,3.4,1.4,,,95.0,,,6.9,1005.0
1943-11-22,2.7,1.7,4.5,3.4,,,92.0,,,6.9,996.2
1943-11-23,4.5,1.6,6.5,0.0,,,76.0,,,6.4,996.0
1943-11-24,5.7,2.5,7.1,0.3,,,71.0,,,6.4,983.3
1943-11-25,5.5,4.6,10.2,0.7,,,80.0,,,7.2,981.1
1943-11-26,3.1,1.8,6.2,0.0,,,74.0,,,5.6,989.1
1943-11-27,3.2,1.0,4.1,0.1,,,81.0,,,6.1,995.6
1943-11-28,3.6,0.4,5.8,7.8,,,81.0,,,6.4,990.8
1943-11-29,5.9,3.0,12.5,0.6,,,74.0,,,7.2,991.0
1943-11-30,4.1,1.9,7.0,1.6,,,77.0,,,6.4,990.7
1943-12-01,2.4,1.5,3.7,6.0,,,87.0,,,6.4,994.7
1943-12-02,0.3,-1.0,2.7,0.0,,,88.0,,,5.6,999.5
1943-12-03,-1.6,-5.0,3.3,0.0,,,94.0,,,5.7,1003.1
1943-12-04,-5.3,-8.8,1.4,0.0,,,89.0,,,3.9,1007.3
1943-12-05,-6.3,-8.7,-5.0,0.0,,,97.0,,,3.7,1009.7
1943-12-06,-4.5,-10.2,1.0,0.0,,,82.0,,,3.6,1008.1
1943-12-07,-3.6,-6.5,-1.5,0.0,,,88.0,,,4.1,1001.2
1943-12-08,-2.6,-4.8,0.0,2.2,,,90.0,,,4.7,1001.7
1943-12-09,-1.1,-7.5,1.3,0.6,,,92.0,,,5.1,1005.2
1943-12-10,-0.1,-1.2,1.5,0.2,,,96.0,,,5.9,1004.2
1943-12-11,-0.6,-1.4,1.4,0.0,,,87.0,,,5.1,1011.9
1943-12-12,-2.8,-3.8,-1.0,0.0,,,85.0,,,4.3,1017.9
1943-12-13,-4.5,-5.0,-2.6,0.0,,,92.0,,,4.1,1018.5
1943-12-14,-1.6,-5.5,-0.5,0.0,,,89.0,,,4.8,1017.7
1943-12-15,-3.0,-7.5,0.5,0.0,,,90.0,,,4.7,1017.4
1943-12-16,-3.6,-7.5,-1.4,0.0,,,91.0,,,4.3,1017.9
1943-12-17,-0.6,-5.0,0.7,0.0,,,75.0,,,4.4,1009.0
1943-12-18,-0.7,-1.7,1.5,0.0,,,78.0,,,4.4,1009.0
1943-12-19,3.9,-1.4,7.7,2.0,,,79.0,,,5.9,996.2
1943-12-20,4.6,1.0,8.0,0.0,,,79.0,,,6.9,1000.2
1943-12-21,0.4,-2.3,3.3,0.0,,,84.0,,,5.2,1000.9
1943-12-22,1.9,-0.5,3.2,0.0,,,81.0,,,5.6,994.2
1943-12-23,1.4,-1.7,8.0,0.0,,,82.0,,,5.7,995.8
1943-12-24,-1.2,-4.2,1.6,0.3,,,90.0,,,4.9,1005.0
1943-12-25,1.6,-1.8,2.6,2.5,,,90.0,,,6.3,1013.3
1943-12-26,3.8,0.5,4.2,0.3,,,89.0,,,7.2,1015.0
1943-12-27,4.2,2.7,4.6,0.5,,,94.0,,,7.6,1017.0
1943-12-28,5.0,4.2,5.5,2.0,,,96.0,,,8.4,1016.8
1943-12-29,4.3,2.8,6.0,2.5,,,96.0,,,8.1,1007.0
1943-12-30,2.8,1.0,5.0,1.5,,,84.0,,,6.5,1001.2
1943-12-31,-0.7,-2.2,1.6,0.6,,,88.0,,,5.2,999.1
1944-01-01,1.5,-3.3,3.6,7.5,,,86.0,,,5.6,997.8
1944-01-02,6.3,2.5,7.0,0.2,,,83.0,,,7.7,997.7
1944-01-03,6.8,5.6,8.1,9.3,,,78.0,,,7.7,994.2
1944-01-04,1.0,0.0,6.8,2.1,,,91.0,,,6.1,991.4
1944-01-05,-2.3,-3.3,0.6,0.3,,,85.0,,,4.4,1011.6
1944-01-06,1.7,-2.5,3.6,2.8,,,69.0,,,4.8,1007.0
1944-01-07,3.1,1.6,4.5,2.3,,,85.0,,,6.5,1000.9
1944-01-08,3.2,0.5,5.2,0.0,,,74.0,,,5.6,1000.9
1944-01-09,5.4,3.5,7.6,18.7,,,85.0,,,7.7,988.2
1944-01-10,1.6,0.0,7.5,11.9,,,90.0,,,6.3,992.1
1944-01-11,0.2,-1.5,2.8,0.0,,,81.0,,,5.2,1007.3
1944-01-12,-0.2,-2.1,1.1,0.0,,,84.0,,,5.1,1005.7
1944-01-13,0.6,-2.1,1.6,3.4,,,92.0,,,5.7,1010.0
1944-01-14,5.6,0.5,8.5,0.0,,,80.0,,,7.3,1011.2
1944-01-15,5.0,4.7,5.5,0.0,,,92.0,,,8.1,1019.0
1944-01-16,3.9,3.0,5.5,0.0,,,92.0,,,7.5,1025.6
1944-01-17,0.9,-1.1,4.0,0.0,,,93.0,,,6.3,1020.2
1944-01-18,1.3,-0.8,2.4,0.2,,,83.0,,,5.5,1014.0
1944-01-19,4.3,1.3,4.9,0.9,,,90.0,,,7.5,1012.9
1944-01-20,4.4,2.6,6.8,0.0,,,86.0,,,7.2,1010.6
1944-01-21,5.1,3.7,8.0,0.0,,,79.0,,,7.2,1008.6
1944-01-22,7.1,3.7,8.2,0.0,,,68.0,,,6.8,1004.9
1944-01-23,7.5,4.5,11.0,0.2,,,55.0,,,5.7,987.5
1944-01-24,4.4,2.7,6.6,0.0,,,73.0,,,6.1,994.2
1944-01-25,6.6,1.5,11.4,3.0,,,73.0,,,7.1,986.2
1944-01-26,3.7,2.4,6.6,3.1,,,86.0,,,6.8,995.0
1944-01-27,7.5,2.0,10.4,2.9,,,88.0,,,8.9,1001.4
1944-01-28,9.5,6.1,11.0,12.5,,,79.0,,,9.3,1004.4
1944-01-29,7.9,7.3,9.8,0.9,,,83.0,,,8.9,1010.2
1944-01-30,7.7,5.5,8.9,2.9,,,88.0,,,9.3,1009.7
1944-01-31,7.9,6.7,9.3,0.0,,,82.0,,,8.9,1011.3
1944-02-01,1.1,-1.6,7.6,0.0,,,94.0,,,6.3,1006.5
1944-02-02,7.3,-0.4,8.2,4.2,,,84.0,,,8.5,997.7
1944-02-03,10.4,7.5,13.0,6.5,,,75.0,,,9.7,988.9
1944-02-04,2.2,-0.5,9.5,2.9,,,81.0,,,6.1,985.1
1944-02-05,0.2,-1.5,1.8,5.3,,,91.0,,,5.6,993.0
1944-02-06,-0.2,-0.9,0.6,1.8,,,88.0,,,5.3,1009.0
1944-02-07,1.1,-4.8,4.0,6.9,,,76.0,,,4.9,1003.9
1944-02-08,2.6,1.0,5.0,2.8,,,88.0,,,6.7,988.3
1944-02-09,0.7,-0.4,4.0,1.2,,,82.0,,,5.2,990.0
1944-02-10,0.2,-1.5,3.5,11.5,,,90.0,,,5.7,972.8
1944-02-11,-0.6,-1.5,0.1,5.2,,,93.0,,,5.5,988.0
1944-02-12,-2.3,-3.0,0.6,6.7,,,90.0,,,4.7,997.2
1944-02-13,-0.8,-2.8,0.1,6.4,,,91.0,,,5.2,1002.2
1944-02-14,0.9,-1.0,1.1,2.1,,,98.0,,,6.3,1004.9
1944-02-15,-0.1,-1.0,1.5,0.0,,,83.0,,,5.1,1010.9
1944-02-16,-1.5,-2.3,0.0,0.0,,,85.0,,,4.8,1008.8
1944-02-17,-4.4,-6.0,-1.8,1.6,,,78.0,,,3.6,1006.4
1944-02-18,-5.3,-7.0,-4.6,13.6,,,82.0,,,3.5,1006.7
1944-02-19,-4.6,-5.8,3.2,0.0,,,80.0,,,3.5,1009.0
1944-02-20,-6.1,-9.2,0.8,0.0,,,76.0,,,3.1,1014.0
1944-02-21,-2.9,-9.2,-1.8,0.8,,,84.0,,,4.1,1007.4
1944-02-22,-4.1,-5.2,-1.3,0.8,,,85.0,,,4.0,1003.6
1944-02-23,-6.2,-9.2,1.5,0.0,,,80.0,,,3.3,1008.5
1944-02-24,-4.9,-11.0,3.1,0.0,,,74.0,,,3.2,1013.6
1944-02-25,-2.8,-6.0,4.2,0.0,,,84.0,,,4.3,999.2
1944-02-26,0.0,-5.2,2.2,0.0,,,85.0,,,5.3,986.6
1944-02-27,-2.2,-3.8,0.9,0.4,,,73.0,,,3.9,984.0
1944-02-28,-0.3,-4.0,2.2,0.2,,,85.0,,,5.1,981.5
1944-02-29,0.9,0.1,2.4,0.6,,,91.0,,,6.0,978.3
1944-03-01,1.3,-0.5,2.5,0.3,,,75.0,,,4.9,986.8
1944-03-02,0.0,-1.3,4.7,0.3,,,83.0,,,5.2,989.4
1944-03-03,-0.2,-2.4,4.2,0.0,,,61.0,,,3.7,990.9
1944-03-04,0.4,-2.4,2.5,0.0,,,76.0,,,4.8,994.1
1944-03-05,0.4,-1.0,3.6,0.0,,,83.0,,,5.1,1008.1
1944-03-06,-0.8,-4.0,1.6,6.2,,,86.0,,,4.9,1012.5
1944-03-07,1.8,-1.0,2.3,0.2,,,92.0,,,6.4,1014.9
1944-03-08,0.1,-1.2,2.5,0.0,,,91.0,,,5.7,1016.1
1944-03-09,-0.4,-4.0,0.0,0.0,,,89.0,,,5.2,1013.0
1944-03-10,0.8,-0.3,2.0,0.0,,,87.0,,,5.6,1002.0
1944-03-11,1.5,1.0,3.0,1.5,,,87.0,,,6.0,988.6
1944-03-12,2.8,0.0,5.0,4.8,,,78.0,,,5.7,989.2
1944-03-13,3.3,1.2,7.1,6.0,,,85.0,,,6.7,972.1
1944-03-14,1.2,0.0,5.1,3.8,,,88.0,,,6.0,979.3
1944-03-15,1.1,-0.4,5.3,3.5,,,87.0,,,5.6,993.0
1944-03-16,2.1,0.5,5.5,7.7,,,86.0,,,6.0,1002.4
1944-03-17,2.5,1.8,4.5,0.0,,,90.0,,,6.7,1002.1
1944-03-18,4.6,1.1,7.1,0.0,,,75.0,,,6.1,1009.8
1944-03-19,6.4,5.0,11.0,1.5,,,75.0,,,7.2,998.3
1944-03-20,1.8,0.9,5.5,9.9,,,86.0,,,6.1,993.5
1944-03-21,-0.3,-1.6,5.0,7.1,,,89.0,,,5.5,985.3
1944-03-22,-0.5,-1.4,1.5,6.3,,,90.0,,,5.3,991.5
1944-03-23,1.3,-1.9,3.8,0.5,,,81.0,,,5.3,1001.5
1944-03-24,1.5,0.0,4.6,0.6,,,84.0,,,5.6,996.8
1944-03-25,1.9,-0.8,4.9,0.0,,,73.0,,,5.1,1014.1
1944-03-26,1.6,-1.4,4.3,1.5,,,86.0,,,6.0,1004.5
1944-03-27,1.0,0.1,2.8,0.6,,,79.0,,,5.3,1007.5
1944-03-28,2.3,-1.4,5.1,2.2,,,69.0,,,4.9,1001.0
1944-03-29,1.8,1.2,6.0,0.9,,,86.0,,,6.0,987.9
1944-03-30,0.6,-1.0,5.5,0.0,,,83.0,,,5.5,989.7
1944-03-31,2.0,-3.6,8.1,0.0,,,71.0,,,4.8,992.8
1944-04-01,1.3,-0.4,5.5,1.2,,,81.0,,,5.5,1002.2
1944-04-02,1.0,-2.3,6.0,0.0,,,72.0,,,4.5,1006.4
1944-04-03,4.8,-1.3,10.0,0.0,,,61.0,,,5.1,998.0
1944-04-04,5.9,4.0,9.1,6.6,,,83.0,,,7.6,995.6
1944-04-05,10.3,6.0,14.5,0.8,,,77.0,,,9.7,996.1
1944-04-06,6.5,2.0,10.5,2.0,,,94.0,,,9.2,1001.0
1944-04-07,4.5,1.5,7.0,0.0,,,74.0,,,6.0,1009.4
1944-04-08,6.0,-0.7,12.5,0.0,,,72.0,,,6.3,1006.6
1944-04-09,7.6,3.6,11.0,0.0,,,77.0,,,8.0,998.7
1944-04-10,9.7,5.0,14.9,2.6,,,88.0,,,10.5,1000.5
1944-04-11,10.6,4.7,16.5,6.0,,,73.0,,,9.3,1002.7
1944-04-12,11.8,4.9,19.5,0.0,,,65.0,,,8.3,1000.3
1944-04-13,11.8,5.4,19.6,0.0,,,71.0,,,9.5,999.9
1944-04-14,14.3,8.4,21.4,0.0,,,65.0,,,10.3,998.1
1944-04-15,13.9,8.9,20.2,0.0,,,68.0,,,10.7,993.9
1944-04-16,16.4,10.5,22.4,0.0,,,73.0,,,13.5,988.4
1944-04-17,15.9,9.4,21.0,0.0,,,70.0,,,12.1,988.4
1944-04-18,9.7,8.5,17.3,3.9,,,91.0,,,11.1,997.6
1944-04-19,6.4,4.9,9.5,0.0,,,85.0,,,8.1,1005.3
1944-04-20,10.0,2.4,16.3,0.0,,,83.0,,,9.7,1004.1
1944-04-21,10.4,8.0,14.0,1.2,,,80.0,,,9.9,1004.9
1944-04-22,10.9,9.9,15.7,0.0,,,71.0,,,9.5,1008.4
1944-04-23,12.3,3.5,18.4,0.0,,,61.0,,,8.4,1011.6
1944-04-24,15.3,9.3,22.3,0.0,,,63.0,,,10.7,1006.7
1944-04-25,7.3,5.3,16.4,11.3,,,90.0,,,9.3,1000.4
1944-04-26,8.6,6.2,12.1,0.0,,,80.0,,,8.8,1011.2
1944-04-27,8.7,3.9,12.1,0.0,,,78.0,,,8.4,1011.2
1944-04-28,7.7,3.5,13.7,0.2,,,76.0,,,7.9,1001.3
1944-04-29,5.6,3.3,11.3,4.4,,,78.0,,,7.1,1002.3
1944-04-30,6.6,2.1,11.4,3.0,,,79.0,,,7.5,1003.7
1944-05-01,9.5,6.2,13.4,2.8,,,90.0,,,10.5,1002.3
1944-05-02,12.0,7.7,15.8,0.4,,,79.0,,,10.9,999.0
1944-05-03,12.2,8.7,18.4,1.8,,,61.0,,,9.3,991.5
1944-05-04,8.2,4.4,12.8,0.0,,,63.0,,,6.8,996.3
1944-05-05,12.3,4.6,17.8,0.9,,,65.0,,,9.6,991.6
1944-05-06,12.3,8.8,20.2,0.0,,,69.0,,,9.9,994.9
1944-05-07,6.4,4.4,11.8,0.1,,,76.0,,,7.3,1004.2
1944-05-08,5.0,3.4,6.3,0.3,,,84.0,,,7.2,1009.7
1944-05-09,6.5,3.4,14.8,0.0,,,64.0,,,6.3,1014.2
1944-05-10,11.3,0.3,20.9,0.0,,,62.0,,,7.2,1008.1
1944-05-11,13.1,4.0,21.4,0.0,,,62.0,,,8.4,1005.7
1944-05-12,13.9,3.0,22.7,0.0,,,62.0,,,8.4,1005.0
1944-05-13,16.9,8.2,25.3,0.0,,,70.0,,,12.8,1000.5
1944-05-14,17.6,11.3,23.9,6.7,,,70.0,,,13.3,998.0
1944-05-15,7.7,5.4,18.0,0.4,,,79.0,,,8.1,1003.5
1944-05-16,8.5,1.2,12.3,8.9,,,77.0,,,8.1,1003.4
1944-05-17,10.4,7.8,15.4,1.2,,,81.0,,,10.1,1001.4
1944-05-18,9.5,7.8,13.5,0.0,,,80.0,,,9.5,1001.8
1944-05-19,12.3,2.6,20.9,0.0,,,69.0,,,9.1,1001.5
1944-05-20,12.3,6.2,18.9,0.0,,,74.0,,,10.3,994.2
1944-05-21,14.6,5.5,23.0,4.4,,,80.0,,,12.7,985.2
1944-05-22,9.1,6.0,17.3,8.8,,,71.0,,,8.5,995.8
1944-05-23,7.1,3.7,11.7,3.8,,,74.0,,,7.5,1003.4
1944-05-24,9.7,4.5,14.2,0.0,,,65.0,,,7.3,1006.8
1944-05-25,15.1,7.9,20.0,1.5,,,59.0,,,9.7,1005.6
1944-05-26,12.3,11.8,17.0,2.4,,,88.0,,,12.7,1007.9
1944-05-27,15.0,11.8,21.0,1.2,,,89.0,,,14.9,1013.5
1944-05-28,18.5,10.0,26.5,0.0,,,72.0,,,14.7,1015.0
1944-05-29,20.2,12.7,29.5,0.0,,,71.0,,,15.9,1011.6
1944-05-30,20.6,14.5,31.5,0.0,,,61.0,,,13.9,1004.0
1944-05-31,20.8,14.0,27.6,0.0,,,68.0,,,15.7,998.8
1944-06-01,18.6,13.9,26.5,0.0,,,79.0,,,16.7,997.0
1944-06-02,15.1,12.5,18.3,4.5,,,90.0,,,16.1,995.9
1944-06-03,12.7,11.3,16.0,5.1,,,74.0,,,10.9,999.7
1944-06-04,14.8,9.5,19.5,0.0,,,71.0,,,11.5,1002.3
1944-06-05,18.2,14.5,27.0,1.5,,,73.0,,,15.1,995.0
1944-06-06,12.4,11.0,18.6,5.9,,,88.0,,,13.1,989.0
1944-06-07,10.8,10.1,15.5,5.9,,,84.0,,,10.9,990.0
1944-06-08,12.5,7.0,17.9,1.0,,,80.0,,,11.6,992.2
1944-06-09,13.9,9.8,18.9,0.9,,,78.0,,,12.4,990.9
1944-06-10,16.6,12.7,22.6,5.1,,,77.0,,,14.5,986.8
1944-06-11,13.6,11.6,18.0,1.3,,,78.0,,,12.4,997.0
1944-06-12,14.8,7.7,20.9,0.0,,,78.0,,,12.8,1004.3
1944-06-13,18.0,9.0,24.5,0.0,,,67.0,,,12.5,1005.9
1944-06-14,14.2,12.7,22.3,4.1,,,90.0,,,14.9,998.5
1944-06-15,12.7,8.8,17.0,3.9,,,76.0,,,11.3,1003.8
1944-06-16,13.1,7.3,16.4,1.5,,,82.0,,,12.1,1000.5
1944-06-17,14.0,12.1,18.0,2.6,,,89.0,,,14.3,993.6
1944-06-18,16.1,12.0,20.1,0.5,,,83.0,,,14.8,998.1
1944-06-19,19.1,13.4,23.0,0.0,,,63.0,,,13.3,998.9
1944-06-20,19.4,14.0,23.6,0.0,,,68.0,,,14.9,1000.0
1944-06-21,18.9,9.4,25.1,0.0,,,65.0,,,12.7,997.8
1944-06-22,15.1,13.1,20.1,0.2,,,80.0,,,14.3,994.5
1944-06-23,12.7,11.7,18.2,0.4,,,74.0,,,10.9,992.1
1944-06-24,13.0,8.9,16.9,1.1,,,74.0,,,10.8,998.4
1944-06-25,14.9,5.5,21.7,0.0,,,69.0,,,10.9,1001.1
1944-06-26,19.0,9.9,27.5,1.3,,,68.0,,,14.5,997.0
1944-06-27,18.4,15.3,26.7,6.2,,,85.0,,,18.1,990.2
1944-06-28,18.9,14.8,26.3,0.0,,,64.0,,,13.6,999.8
1944-06-29,19.6,10.5,27.7,0.0,,,72.0,,,16.0,1000.8
1944-06-30,15.7,11.0,22.9,1.3,,,89.0,,,15.7,994.0
1944-07-01,18.6,13.7,25.0,0.0,,,70.0,,,14.9,1000.8
1944-07-02,18.7,14.6,25.6,0.0,,,77.0,,,16.1,1002.2
1944-07-03,21.7,11.1,30.0,0.0,,,67.0,,,16.0,997.8
1944-07-04,21.8,11.1,29.9,0.0,,,69.0,,,17.7,989.5
1944-07-05,20.5,14.3,28.9,11.9,,,77.0,,,18.5,991.3
1944-07-06,20.6,15.7,27.2,0.0,,,78.0,,,18.4,999.7
1944-07-07,22.5,15.1,31.4,0.0,,,66.0,,,16.9,999.0
1944-07-08,25.0,13.5,32.5,3.9,,,58.0,,,16.7,996.7
1944-07-09,22.2,16.3,30.8,4.0,,,76.0,,,20.9,991.0
1944-07-10,17.2,16.4,21.9,0.4,,,83.0,,,16.5,994.3
1944-07-11,17.1,10.0,22.0,4.6,,,66.0,,,12.7,994.2
1944-07-12,15.5,13.6,18.8,1.3,,,82.0,,,14.7,997.7
1944-07-13,13.8,12.1,18.0,5.6,,,78.0,,,12.4,999.5
1944-07-14,17.4,10.5,22.8,2.7,,,80.0,,,15.5,998.9
1944-07-15,18.8,11.6,25.5,9.1,,,76.0,,,15.7,1000.9
1944-07-16,17.5,14.9,23.5,3.3,,,81.0,,,16.3,1002.8
1944-07-17,14.4,12.8,19.5,0.5,,,93.0,,,15.2,1003.1
1944-07-18,18.0,12.4,23.0,1.7,,,74.0,,,14.8,1000.9
1944-07-19,18.4,14.7,24.5,0.0,,,80.0,,,17.1,1000.6
1944-07-20,19.1,13.3,26.5,0.0,,,72.0,,,15.5,999.6
1944-07-21,20.1,12.0,28.5,2.0,,,71.0,,,15.7,994.3
1944-07-22,20.0,16.5,28.3,21.4,,,80.0,,,19.5,986.8
1944-07-23,19.3,15.9,24.9,0.0,,,73.0,,,16.0,994.0
1944-07-24,17.9,14.0,23.0,0.0,,,73.0,,,14.8,1004.1
1944-07-25,15.3,10.1,20.9,0.0,,,76.0,,,13.1,1006.7
1944-07-26,18.1,9.0,26.9,0.0,,,74.0,,,14.8,1004.6
1944-07-27,19.8,14.9,27.0,1.5,,,81.0,,,18.5,999.1
1944-07-28,20.2,15.5,27.0,0.0,,,76.0,,,17.6,1000.2
1944-07-29,19.0,12.4,25.5,0.0,,,77.0,,,16.3,1000.9
1944-07-30,18.3,13.2,25.5,0.6,,,89.0,,,18.4,997.9
1944-07-31,17.3,12.9,22.9,0.6,,,79.0,,,15.7,999.8
1944-08-01,18.9,14.6,24.5,3.3,,,81.0,,,17.2,998.3
1944-08-02,17.3,14.1,23.0,13.4,,,92.0,,,18.1,999.9
1944-08-03,19.6,16.3,25.5,0.7,,,71.0,,,15.7,1003.3
1944-08-04,18.1,13.9,24.4,0.0,,,82.0,,,16.8,1007.1
1944-08-05,16.6,9.7,24.0,0.0,,,71.0,,,12.7,1007.4
1944-08-06,18.2,9.1,25.1,0.0,,,69.0,,,13.1,1005.6
1944-08-07,19.8,9.2,30.0,0.0,,,71.0,,,15.7,1001.9
1944-08-08,20.6,13.9,30.5,0.0,,,68.0,,,15.6,998.9
1944-08-09,19.4,12.1,29.0,2.5,,,75.0,,,16.1,995.8
1944-08-10,20.2,13.5,29.0,0.0,,,75.0,,,17.2,999.3
1944-08-11,20.7,18.3,27.0,0.0,,,81.0,,,19.7,1005.5
1944-08-12,23.1,14.5,31.0,0.0,,,72.0,,,19.3,1003.9
1944-08-13,18.8,17.0,25.9,0.0,,,83.0,,,18.3,1005.6
1944-08-14,15.9,11.1,22.2,0.0,,,71.0,,,12.5,1004.9
1944-08-15,14.9,6.9,25.0,0.0,,,73.0,,,11.5,1005.3
1944-08-16,19.9,7.7,27.5,0.2,,,62.0,,,13.3,1000.3
1944-08-17,21.0,16.7,27.8,2.2,,,78.0,,,19.2,998.6
1944-08-18,21.4,16.2,29.0,0.0,,,77.0,,,19.2,1001.7
1944-08-19,23.0,17.3,31.4,0.0,,,73.0,,,20.0,998.8
1944-08-20,24.8,17.2,33.0,5.1,,,69.0,,,20.5,997.8
1944-08-21,23.4,16.2,34.4,0.0,,,75.0,,,20.8,996.8
1944-08-22,24.2,16.0,35.1,0.0,,,71.0,,,20.4,1002.0
1944-08-23,23.1,16.7,32.0,0.0,,,64.0,,,17.3,1005.5
1944-08-24,21.3,11.5,32.5,0.0,,,71.0,,,16.9,1006.4
1944-08-25,24.0,14.3,33.2,0.0,,,62.0,,,16.9,1008.6
1944-08-26,22.5,15.8,32.5,0.0,,,65.0,,,17.9,1006.5
1944-08-27,22.9,14.7,33.0,0.0,,,70.0,,,18.9,1002.0
1944-08-28,23.6,17.5,32.5,0.0,,,68.0,,,19.3,997.8
1944-08-29,19.3,17.7,25.4,1.9,,,77.0,,,17.6,996.7
1944-08-30,20.5,13.4,26.4,0.0,,,68.0,,,15.2,994.6
1944-08-31,19.7,12.6,26.4,0.9,,,75.0,,,16.7,993.7
1944-09-01,16.0,14.2,23.0,0.0,,,68.0,,,12.3,999.3
1944-09-02,18.2,8.7,26.0,41.1,,,80.0,,,16.0,995.2
1944-09-03,14.9,13.2,21.0,0.0,,,75.0,,,12.8,996.0
1944-09-04,15.2,10.9,23.4,0.0,,,72.0,,,12.5,1001.3
1944-09-05,18.6,10.5,29.7,0.0,,,70.0,,,14.3,997.7
1944-09-06,19.0,13.7,28.4,0.0,,,77.0,,,16.7,997.5
1944-09-07,19.0,11.5,29.0,3.3,,,79.0,,,16.9,992.7
1944-09-08,16.9,12.6,22.4,0.0,,,66.0,,,12.7,1000.1
1944-09-09,12.7,8.1,20.3,0.0,,,75.0,,,10.9,1004.9
1944-09-10,10.6,5.8,18.9,0.0,,,77.0,,,9.7,1009.9
1944-09-11,9.2,3.3,17.5,0.0,,,79.0,,,8.9,1014.9
1944-09-12,10.1,2.5,20.0,0.0,,,76.0,,,8.9,1017.5
1944-09-13,12.3,2.6,22.3,0.0,,,71.0,,,9.5,1013.6
1944-09-14,12.9,4.5,22.3,0.0,,,73.0,,,10.3,1007.7
1944-09-15,14.9,7.8,24.5,0.0,,,73.0,,,12.4,1007.8
1944-09-16,15.5,9.4,25.4,0.0,,,77.0,,,13.3,1009.1
1944-09-17,15.5,11.5,22.4,0.0,,,83.0,,,14.8,1011.1
1944-09-18,14.3,6.2,25.0,0.0,,,71.0,,,11.1,1010.6
1944-09-19,12.5,6.4,18.2,0.0,,,85.0,,,12.1,1006.0
1944-09-20,13.3,6.5,23.4,0.0,,,71.0,,,10.7,1003.1
1944-09-21,13.7,7.4,24.6,0.0,,,73.0,,,10.9,1004.5
1944-09-22,13.6,8.7,18.0,0.9,,,89.0,,,13.9,1000.8
1944-09-23,16.2,10.4,23.0,3.8,,,77.0,,,13.7,999.6
1944-09-24,13.7,11.5,19.0,5.9,,,80.0,,,13.1,996.1
