,T,Tmin,Tmax,Prec,Rad,Rs,RH,u2,u2mx,vap,aP
1959-02-26,5.0,0.5,11.6,0.0,,,81.0,,,7.3,1011.9
1959-02-27,6.6,0.2,14.6,0.0,,,82.0,,,8.1,1013.5
1959-02-28,7.0,0.5,15.5,0.0,,,79.0,,,7.9,1011.6
1959-03-01,7.3,0.1,16.3,0.0,,,79.0,,,8.1,1007.7
1959-03-02,8.2,5.2,16.3,0.0,,,77.0,,,8.5,1006.4
1959-03-03,7.5,3.6,14.4,0.0,,,79.0,,,8.3,1000.7
1959-03-04,7.8,6.2,9.7,0.1,,,82.0,,,8.7,991.9
1959-03-05,10.0,5.9,15.1,0.0,,,79.0,,,9.6,991.8
1959-03-06,9.6,7.4,12.6,1.9,,,79.0,,,9.3,989.9
1959-03-07,8.9,7.8,10.4,4.6,,,96.0,,,10.9,987.8
1959-03-08,8.5,7.2,11.8,0.0,,,83.0,,,9.3,994.8
1959-03-09,2.2,0.8,8.8,0.0,,,65.0,,,4.7,1007.2
1959-03-10,2.7,-1.4,9.3,0.0,,,64.0,,,4.7,1006.8
1959-03-11,3.8,0.0,10.4,0.0,,,54.0,,,4.3,1000.7
1959-03-12,0.5,-2.1,6.8,0.0,,,77.0,,,4.9,997.5
1959-03-13,1.1,-3.8,7.1,0.0,,,70.0,,,4.7,1004.6
1959-03-14,1.4,-2.4,3.5,0.0,,,76.0,,,5.1,1010.7
1959-03-15,1.7,0.5,5.1,0.0,,,71.0,,,4.9,1008.3
1959-03-16,3.8,0.1,8.9,0.0,,,76.0,,,6.0,1005.0
1959-03-17,2.5,0.3,4.4,0.0,,,80.0,,,5.9,1007.7
1959-03-18,6.8,1.6,12.3,0.0,,,73.0,,,7.1,1003.1
1959-03-19,7.6,1.7,15.1,0.0,,,71.0,,,7.3,1004.9
1959-03-20,8.8,3.5,15.4,0.0,,,65.0,,,7.2,1007.7
1959-03-21,10.5,5.5,17.0,0.0,,,62.0,,,7.7,1009.7
1959-03-22,10.7,6.0,19.5,0.0,,,64.0,,,8.5,1009.4
1959-03-23,12.1,5.0,19.1,6.1,,,78.0,,,10.8,1009.8
1959-03-24,9.9,7.8,15.3,0.0,,,91.0,,,11.6,1008.0
1959-03-25,11.3,4.3,19.1,0.0,,,72.0,,,9.1,999.5
1959-03-26,8.3,6.8,11.4,1.5,,,89.0,,,9.9,998.5
1959-03-27,7.8,2.2,14.9,0.0,,,79.0,,,8.0,997.7
1959-03-28,7.3,5.4,13.6,5.1,,,87.0,,,9.1,994.0
1959-03-29,7.3,2.9,14.1,0.0,,,71.0,,,7.1,996.6
1959-03-30,8.9,2.8,14.7,0.0,,,66.0,,,7.3,992.1
1959-03-31,7.2,1.2,14.2,0.0,,,71.0,,,7.2,1003.9
1959-04-01,7.2,-0.3,15.2,0.0,,,72.0,,,6.9,1010.8
1959-04-02,8.3,3.3,13.3,0.1,,,83.0,,,9.2,1010.3
1959-04-03,9.3,5.4,15.5,0.0,,,68.0,,,7.7,1009.2
1959-04-04,9.5,4.5,17.6,0.0,,,63.0,,,7.5,999.4
1959-04-05,10.1,5.4,22.8,8.3,,,77.0,,,10.3,988.7
1959-04-06,11.2,3.0,15.8,3.3,,,62.0,,,7.7,982.1
1959-04-07,7.1,4.3,12.8,4.5,,,71.0,,,7.5,975.5
1959-04-08,9.9,3.2,14.9,0.0,,,64.0,,,7.6,982.4
1959-04-09,11.2,7.6,18.0,22.1,,,75.0,,,10.3,979.5
1959-04-10,8.2,5.8,13.6,1.5,,,78.0,,,8.5,977.1
1959-04-11,8.1,4.4,13.2,0.7,,,70.0,,,7.6,987.8
1959-04-12,11.5,5.2,15.7,2.3,,,74.0,,,9.9,993.8
1959-04-13,13.7,10.2,19.6,1.4,,,83.0,,,13.1,999.4
1959-04-14,16.0,9.4,21.8,0.0,,,62.0,,,11.6,998.7
1959-04-15,14.8,8.2,22.8,0.0,,,60.0,,,10.0,993.7
1959-04-16,14.1,9.8,23.3,0.0,,,68.0,,,10.9,985.8
1959-04-17,17.0,7.0,21.9,0.0,,,65.0,,,12.5,982.5
1959-04-18,14.0,10.9,19.9,21.8,,,84.0,,,13.3,983.7
1959-04-19,4.1,1.8,13.4,2.6,,,88.0,,,7.7,993.1
1959-04-20,2.4,0.5,7.6,0.0,,,66.0,,,4.8,1004.4
1959-04-21,5.1,-1.0,9.7,0.0,,,66.0,,,5.7,1009.9
1959-04-22,8.8,3.0,12.8,2.0,,,66.0,,,7.2,1006.7
1959-04-23,8.4,6.6,12.0,12.6,,,88.0,,,9.7,1000.8
1959-04-24,6.6,4.0,12.4,0.3,,,80.0,,,8.1,1003.3
1959-04-25,9.0,0.7,16.2,0.0,,,71.0,,,8.0,1004.1
1959-04-26,13.5,4.9,19.3,0.3,,,66.0,,,10.0,996.5
1959-04-27,12.4,9.3,19.9,1.1,,,77.0,,,11.1,991.8
1959-04-28,14.9,8.7,21.6,2.2,,,65.0,,,11.2,991.0
1959-04-29,15.3,10.5,21.6,0.1,,,71.0,,,12.1,992.3
1959-04-30,16.7,10.0,22.9,0.0,,,67.0,,,12.9,990.5
1959-05-01,13.6,8.6,20.4,10.2,,,75.0,,,12.1,995.2
1959-05-02,8.5,6.8,12.2,24.8,,,99.0,,,11.1,996.2
1959-05-03,8.0,4.5,14.4,2.9,,,81.0,,,8.9,1002.1
1959-05-04,11.0,3.2,18.4,0.0,,,75.0,,,9.9,999.5
1959-05-05,8.7,6.2,14.7,0.0,,,77.0,,,8.9,1005.0
1959-05-06,12.1,2.2,18.6,0.0,,,66.0,,,8.8,1005.9
1959-05-07,14.3,9.2,22.1,0.0,,,69.0,,,11.5,1003.5
1959-05-08,16.4,8.8,25.1,0.0,,,69.0,,,13.2,997.4
1959-05-09,18.3,10.3,26.2,0.0,,,58.0,,,12.4,994.3
1959-05-10,19.2,7.1,26.8,0.0,,,57.0,,,12.7,997.7
1959-05-11,16.2,9.4,23.3,0.0,,,61.0,,,11.3,1005.4
1959-05-12,12.2,8.0,19.3,0.0,,,69.0,,,10.1,1010.2
1959-05-13,11.5,2.9,17.5,0.0,,,69.0,,,9.2,1009.0
1959-05-14,11.0,8.3,16.9,4.5,,,72.0,,,9.5,1004.2
1959-05-15,12.3,6.6,19.0,0.0,,,83.0,,,11.9,1003.1
1959-05-16,15.9,11.0,21.3,0.1,,,72.0,,,13.2,1001.8
1959-05-17,17.3,7.9,24.4,0.0,,,69.0,,,13.6,998.5
1959-05-18,14.6,9.5,23.1,4.4,,,90.0,,,14.8,996.5
1959-05-19,16.9,12.2,24.8,6.6,,,81.0,,,15.7,995.7
1959-05-20,16.4,12.8,19.8,0.0,,,88.0,,,16.5,998.3
1959-05-21,15.0,13.0,18.1,0.0,,,76.0,,,13.1,1000.4
1959-05-22,15.8,8.4,20.8,0.0,,,57.0,,,10.5,1003.0
1959-05-23,12.7,5.6,19.6,0.0,,,60.0,,,8.9,1006.8
1959-05-24,14.1,3.1,21.6,0.0,,,57.0,,,9.2,1005.1
1959-05-25,16.0,4.9,24.1,0.0,,,61.0,,,11.2,1003.0
1959-05-26,15.4,7.8,22.6,0.0,,,63.0,,,11.1,998.0
1959-05-27,11.9,8.9,16.7,0.0,,,64.0,,,8.9,998.7
1959-05-28,11.7,7.7,16.9,0.7,,,71.0,,,9.9,997.3
1959-05-29,11.4,7.1,15.0,9.5,,,90.0,,,12.1,995.3
1959-05-30,14.7,9.6,20.2,0.0,,,72.0,,,11.7,993.7
1959-05-31,16.6,11.4,23.0,0.0,,,62.0,,,11.3,996.0
1959-06-01,15.9,9.0,23.1,4.5,,,72.0,,,12.8,1000.8
1959-06-02,14.0,12.2,17.5,0.7,,,72.0,,,11.9,1006.9
1959-06-03,15.9,11.3,20.5,0.0,,,73.0,,,13.3,1004.9
1959-06-04,15.5,12.2,22.8,0.0,,,66.0,,,11.9,1004.6
1959-06-05,17.7,8.0,25.3,0.0,,,69.0,,,14.0,1001.9
1959-06-06,20.1,9.6,28.3,0.0,,,56.0,,,13.2,999.2
1959-06-07,23.3,13.5,30.1,0.0,,,51.0,,,14.5,1000.4
1959-06-08,23.0,14.0,30.4,2.1,,,59.0,,,16.0,998.2
1959-06-09,16.2,12.4,21.9,0.8,,,77.0,,,14.4,998.9
1959-06-10,14.2,11.2,18.5,0.0,,,70.0,,,11.3,1002.0
1959-06-11,12.5,10.4,15.4,2.6,,,82.0,,,11.9,1007.0
1959-06-12,15.0,12.2,18.8,0.4,,,82.0,,,13.7,1007.2
1959-06-13,18.3,13.2,23.9,0.0,,,70.0,,,14.0,1003.4
1959-06-14,19.3,12.5,24.1,0.0,,,60.0,,,12.9,1010.2
1959-06-15,17.6,9.5,24.1,0.0,,,69.0,,,13.7,1002.8
1959-06-16,11.5,8.4,18.7,0.0,,,70.0,,,9.3,1000.9
1959-06-17,18.5,8.8,26.3,0.0,,,61.0,,,13.2,1000.9
1959-06-18,21.7,10.1,30.4,0.0,,,56.0,,,14.8,999.8
1959-06-19,17.8,15.3,22.6,0.0,,,73.0,,,15.1,1004.6
1959-06-20,19.4,11.3,24.7,0.0,,,50.0,,,11.1,1008.3
1959-06-21,21.7,7.4,28.1,0.0,,,45.0,,,10.9,1007.0
1959-06-22,22.4,13.2,27.8,0.0,,,55.0,,,15.2,1005.3
1959-06-23,19.5,14.4,26.1,0.0,,,48.0,,,10.9,1008.1
1959-06-24,18.0,7.2,25.1,0.0,,,54.0,,,11.1,1004.9
1959-06-25,19.5,9.0,25.9,0.0,,,62.0,,,14.0,1001.1
1959-06-26,21.0,10.5,28.3,0.0,,,58.0,,,13.6,999.8
1959-06-27,20.3,12.0,29.0,9.0,,,70.0,,,16.9,995.4
1959-06-28,18.9,14.2,24.5,2.0,,,73.0,,,16.0,992.2
1959-06-29,16.9,14.2,21.4,0.4,,,76.0,,,15.1,988.3
1959-06-30,15.4,13.0,20.9,11.3,,,83.0,,,14.9,992.0
1959-07-01,16.9,12.8,22.2,1.0,,,80.0,,,15.2,999.9
1959-07-02,17.1,14.4,20.7,22.2,,,83.0,,,16.3,1000.5
1959-07-03,17.3,14.0,21.9,2.0,,,96.0,,,19.2,999.7
1959-07-04,17.9,15.0,23.2,0.0,,,76.0,,,15.9,1004.2
1959-07-05,19.4,11.7,25.9,0.0,,,71.0,,,16.0,1007.1
1959-07-06,21.4,13.1,30.0,1.1,,,68.0,,,17.6,1003.8
1959-07-07,17.2,16.2,23.2,1.0,,,88.0,,,17.3,1010.1
1959-07-08,21.4,10.5,30.6,0.0,,,73.0,,,18.8,1008.9
1959-07-09,25.4,14.1,32.5,0.0,,,60.0,,,19.9,1004.9
1959-07-10,28.2,18.0,35.5,0.0,,,51.0,,,19.7,1001.7
1959-07-11,27.7,18.0,35.5,0.0,,,55.0,,,20.4,998.4
1959-07-12,24.5,20.1,32.6,6.9,,,71.0,,,22.9,997.1
1959-07-13,22.2,18.0,27.9,0.0,,,73.0,,,20.9,999.0
1959-07-14,21.3,11.8,26.7,0.0,,,63.0,,,16.0,1001.0
1959-07-15,21.1,14.3,24.5,0.0,,,63.0,,,15.7,999.6
1959-07-16,16.6,15.7,21.3,0.0,,,79.0,,,14.9,1003.7
1959-07-17,17.6,14.0,22.1,0.5,,,80.0,,,16.4,1007.1
1959-07-18,19.7,14.7,26.3,0.0,,,75.0,,,17.2,1005.7
1959-07-19,19.5,18.0,20.5,5.7,,,95.0,,,21.3,1003.3
1959-07-20,19.6,18.0,22.0,42.8,,,95.0,,,21.5,1002.0
1959-07-21,17.6,17.0,20.1,48.0,,,98.0,,,19.9,1000.7
1959-07-22,15.9,14.8,19.1,27.5,,,98.0,,,17.9,1000.0
1959-07-23,16.3,14.5,17.2,3.3,,,96.0,,,17.6,1000.3
1959-07-24,18.5,16.4,24.1,0.0,,,91.0,,,19.7,999.6
1959-07-25,18.3,13.1,27.1,1.0,,,90.0,,,19.5,999.6
1959-07-26,20.0,14.5,27.6,0.0,,,85.0,,,20.3,999.0
1959-07-27,21.4,13.8,28.3,0.0,,,80.0,,,20.8,998.0
1959-07-28,22.1,15.7,28.7,0.0,,,77.0,,,21.2,995.4
1959-07-29,17.5,16.2,22.6,0.7,,,92.0,,,18.8,991.3
1959-07-30,17.3,13.0,22.6,0.0,,,92.0,,,18.9,991.9
1959-07-31,18.3,12.5,24.1,0.0,,,84.0,,,18.0,994.6
1959-08-01,17.7,12.4,23.1,0.1,,,81.0,,,16.7,995.9
1959-08-02,17.3,15.0,20.0,0.9,,,87.0,,,17.3,996.5
1959-08-03,17.2,13.5,23.6,3.0,,,82.0,,,16.4,996.9
1959-08-04,16.4,12.5,20.6,0.0,,,86.0,,,16.5,998.5
1959-08-05,16.8,13.7,20.7,0.7,,,84.0,,,16.5,998.9
1959-08-06,17.2,14.4,21.6,0.0,,,89.0,,,17.9,1000.9
1959-08-07,17.4,14.9,23.2,0.6,,,86.0,,,17.9,1003.4
1959-08-08,19.7,10.6,26.7,0.0,,,77.0,,,17.9,1001.5
1959-08-09,22.5,15.2,29.4,0.0,,,74.0,,,20.1,999.9
1959-08-10,22.8,15.6,30.7,0.0,,,75.0,,,21.3,998.9
1959-08-11,19.8,17.2,25.2,3.5,,,84.0,,,20.1,998.4
1959-08-12,20.4,12.9,26.6,1.2,,,80.0,,,19.5,997.0
1959-08-13,19.8,17.0,26.9,10.1,,,87.0,,,20.7,996.2
1959-08-14,21.3,15.0,27.5,0.3,,,86.0,,,21.5,997.0
1959-08-15,20.5,18.5,26.6,11.8,,,88.0,,,21.9,997.8
1959-08-16,13.6,12.0,18.6,4.7,,,97.0,,,14.9,1002.2
1959-08-17,16.3,13.0,21.4,0.0,,,95.0,,,17.3,1005.2
1959-08-18,18.4,15.1,23.9,1.4,,,89.0,,,19.3,1009.0
1959-08-19,18.0,13.1,26.8,0.0,,,83.0,,,17.3,1007.6
1959-08-20,18.8,11.2,27.7,0.0,,,80.0,,,17.5,1004.7
1959-08-21,19.9,12.2,28.5,0.0,,,79.0,,,18.7,1001.6
1959-08-22,21.6,15.2,29.1,0.0,,,76.0,,,19.9,1002.1
1959-08-23,21.3,15.8,27.9,0.0,,,84.0,,,21.7,1006.0
1959-08-24,20.9,15.6,28.2,0.0,,,83.0,,,20.7,1010.1
1959-08-25,22.1,15.4,27.6,0.0,,,83.0,,,22.0,1009.4
1959-08-26,22.4,19.5,27.1,0.0,,,80.0,,,21.9,1005.4
1959-08-27,16.8,14.5,21.9,0.0,,,80.0,,,15.3,1005.1
1959-08-28,16.1,12.6,22.1,0.7,,,85.0,,,15.7,999.2
1959-08-29,13.0,8.4,18.1,0.0,,,84.0,,,12.8,999.2
1959-08-30,12.7,8.5,17.8,0.0,,,79.0,,,11.7,1001.8
1959-08-31,12.7,5.4,18.3,0.0,,,84.0,,,12.4,1004.9
1959-09-01,12.8,11.0,19.1,0.0,,,90.0,,,13.9,1005.6
1959-09-02,11.6,5.5,20.0,0.0,,,86.0,,,12.1,1007.3
1959-09-03,12.3,5.9,21.3,0.0,,,88.0,,,12.7,1006.6
1959-09-04,13.4,6.4,22.4,0.0,,,85.0,,,13.2,1008.8
1959-09-05,13.7,6.5,23.3,0.0,,,86.0,,,14.1,1006.6
1959-09-06,15.5,6.2,21.5,0.0,,,83.0,,,14.4,1005.2
1959-09-07,12.1,7.8,20.2,0.0,,,87.0,,,12.7,1009.6
1959-09-08,12.7,5.4,21.5,0.0,,,87.0,,,13.3,1009.6
1959-09-09,14.1,7.2,23.0,0.0,,,83.0,,,13.3,1007.8
1959-09-10,13.7,7.0,22.6,0.0,,,84.0,,,13.5,1007.7
1959-09-11,13.9,6.6,23.4,0.0,,,80.0,,,12.8,1005.4
1959-09-12,14.8,6.1,26.0,0.0,,,78.0,,,13.1,1000.5
1959-09-13,15.8,10.0,23.8,0.0,,,81.0,,,14.5,997.3
1959-09-14,13.2,10.9,19.6,0.0,,,82.0,,,12.9,1000.8
1959-09-15,12.8,5.3,22.1,0.0,,,82.0,,,12.1,998.8
1959-09-16,12.9,7.4,20.5,0.0,,,86.0,,,13.1,996.4
1959-09-17,9.2,6.1,16.8,0.0,,,86.0,,,10.8,1001.4
1959-09-18,7.7,0.5,17.9,0.0,,,86.0,,,9.5,1007.4
1959-09-19,9.7,1.4,19.8,0.0,,,84.0,,,10.3,1007.6
1959-09-20,10.5,4.9,17.8,0.0,,,85.0,,,10.9,1008.7
1959-09-21,14.1,3.8,24.5,0.0,,,78.0,,,12.4,1002.4
1959-09-22,17.9,13.0,21.2,0.2,,,76.0,,,16.0,1000.2
1959-09-23,14.8,12.2,20.1,0.0,,,80.0,,,13.9,1003.2
1959-09-24,13.5,7.8,18.0,0.0,,,84.0,,,12.8,1000.7
1959-09-25,8.4,4.7,17.5,0.0,,,86.0,,,9.9,1002.1
1959-09-26,11.1,4.0,20.1,0.0,,,81.0,,,10.9,999.7
1959-09-27,11.3,8.8,19.7,0.0,,,88.0,,,12.4,1003.5
1959-09-28,8.6,5.9,15.1,0.0,,,85.0,,,10.0,1011.8
1959-09-29,5.9,-0.2,15.3,0.0,,,82.0,,,7.7,1014.6
1959-09-30,6.1,-1.5,16.6,0.0,,,80.0,,,7.9,1013.0
1959-10-01,7.5,0.6,18.7,0.0,,,81.0,,,8.5,1011.3
1959-10-02,9.1,1.2,22.7,0.0,,,77.0,,,8.8,1010.6
1959-10-03,10.9,1.2,21.8,0.0,,,75.0,,,9.1,1008.2
1959-10-04,8.7,5.0,13.1,0.0,,,92.0,,,10.4,1011.4
1959-10-05,4.6,-0.8,13.9,0.0,,,79.0,,,6.8,1012.5
1959-10-06,5.7,-0.2,15.7,0.0,,,72.0,,,6.7,1010.5
1959-10-07,6.6,0.5,17.1,0.0,,,73.0,,,7.5,1007.8
1959-10-08,7.5,-1.4,19.1,0.0,,,79.0,,,8.8,1005.6
1959-10-09,8.2,0.7,20.2,0.0,,,83.0,,,9.5,1006.4
1959-10-10,7.0,0.0,18.4,0.0,,,85.0,,,9.1,998.8
1959-10-11,6.0,-0.6,15.9,0.0,,,86.0,,,8.5,998.8
1959-10-12,4.7,-1.8,14.8,0.0,,,84.0,,,7.6,1004.6
1959-10-13,3.8,-3.5,14.6,0.0,,,84.0,,,7.2,1009.9
1959-10-14,4.0,-2.6,14.1,0.0,,,82.0,,,7.1,1010.5
1959-10-15,4.0,-3.6,14.5,0.0,,,85.0,,,7.5,1009.4
1959-10-16,7.8,0.0,15.6,0.0,,,73.0,,,7.6,1002.9
1959-10-17,8.5,3.5,15.6,0.0,,,75.0,,,8.3,1001.7
1959-10-18,12.5,6.0,20.6,0.0,,,75.0,,,10.8,1000.2
1959-10-19,12.5,5.5,18.8,0.0,,,72.0,,,10.4,1002.7
1959-10-20,11.1,8.9,17.2,1.7,,,82.0,,,11.3,1000.4
1959-10-21,10.5,6.5,13.9,0.0,,,82.0,,,10.4,1007.1
1959-10-22,10.0,8.7,13.6,2.6,,,92.0,,,11.5,1000.1
1959-10-23,10.6,8.0,13.4,1.2,,,85.0,,,10.9,1009.8
1959-10-24,9.3,7.6,13.3,0.2,,,87.0,,,10.5,1006.7
1959-10-25,9.2,2.7,17.9,0.0,,,75.0,,,8.8,999.6
1959-10-26,7.7,4.3,12.5,0.0,,,77.0,,,8.1,996.9
1959-10-27,11.2,3.3,17.4,0.0,,,80.0,,,10.5,977.3
1959-10-28,10.3,8.0,15.7,3.3,,,78.0,,,10.3,973.3
1959-10-29,8.2,7.7,9.6,12.7,,,97.0,,,10.4,975.7
1959-10-30,6.1,4.7,8.9,2.2,,,86.0,,,8.3,989.0
1959-10-31,6.6,4.9,9.3,0.3,,,84.0,,,8.3,992.4
1959-11-01,7.2,3.6,11.1,0.0,,,85.0,,,8.4,1005.1
1959-11-02,4.5,2.0,10.8,0.0,,,90.0,,,8.0,1010.8
1959-11-03,2.6,-0.8,10.9,0.0,,,89.0,,,6.9,1006.6
1959-11-04,3.5,-1.0,8.2,1.1,,,91.0,,,7.2,1000.4
1959-11-05,5.1,3.3,6.2,1.1,,,95.0,,,8.4,999.0
1959-11-06,4.4,4.0,6.1,0.2,,,93.0,,,7.9,1000.3
1959-11-07,3.9,3.0,5.1,0.0,,,91.0,,,7.3,1002.5
1959-11-08,4.1,2.5,5.3,0.0,,,94.0,,,7.6,1005.2
1959-11-09,3.5,1.3,7.6,0.0,,,92.0,,,7.6,1001.4
1959-11-10,3.5,-0.4,7.1,0.4,,,88.0,,,6.9,994.3
1959-11-11,5.1,3.2,8.6,0.3,,,87.0,,,7.9,991.8
1959-11-12,4.8,1.5,6.8,1.1,,,87.0,,,7.5,993.2
1959-11-13,6.2,3.0,8.2,3.9,,,95.0,,,8.7,994.7
1959-11-14,9.5,6.8,12.8,0.0,,,81.0,,,9.6,989.5
1959-11-15,7.9,7.0,10.0,0.5,,,91.0,,,9.9,989.1
1959-11-16,6.3,5.0,8.6,0.6,,,89.0,,,8.7,989.2
1959-11-17,4.0,3.0,6.1,0.0,,,93.0,,,7.7,996.7
1959-11-18,7.4,1.9,8.9,0.0,,,91.0,,,9.3,994.0
1959-11-19,6.1,2.9,9.7,0.0,,,91.0,,,8.7,1006.0
1959-11-20,6.9,5.2,9.1,0.0,,,92.0,,,9.1,1008.3
1959-11-21,6.6,4.7,12.6,0.0,,,89.0,,,8.9,1009.0
1959-11-22,5.5,3.0,9.3,0.0,,,83.0,,,7.6,1012.8
1959-11-23,1.8,-1.2,6.1,0.0,,,76.0,,,5.3,1011.9
1959-11-24,1.8,0.2,5.6,0.0,,,75.0,,,5.1,1007.6
1959-11-25,-2.8,-6.0,1.9,0.0,,,81.0,,,4.0,1007.1
1959-11-26,-0.3,-5.1,2.6,0.0,,,82.0,,,4.7,1002.7
1959-11-27,1.5,-1.2,4.7,0.1,,,84.0,,,5.6,1000.7
1959-11-28,3.8,1.2,9.7,1.0,,,88.0,,,7.1,1001.5
1959-11-29,4.5,2.9,8.5,0.1,,,88.0,,,7.3,995.7
1959-11-30,7.6,4.3,9.2,0.0,,,85.0,,,8.8,984.6
1959-12-01,8.1,6.4,11.1,0.0,,,79.0,,,8.8,977.9
1959-12-02,1.9,-0.2,7.0,0.0,,,98.0,,,6.8,987.4
1959-12-03,3.3,0.0,6.8,0.0,,,90.0,,,6.9,989.6
1959-12-04,4.2,1.3,5.8,0.0,,,87.0,,,7.1,988.0
1959-12-05,3.4,0.5,6.0,2.1,,,78.0,,,6.1,994.0
1959-12-06,1.1,-0.4,4.1,0.0,,,87.0,,,5.9,997.6
1959-12-07,-1.4,-2.7,0.8,0.5,,,84.0,,,4.7,990.6
1959-12-08,-3.3,-4.5,-1.4,0.7,,,85.0,,,4.1,988.8
1959-12-09,-4.8,-5.4,-3.0,6.4,,,88.0,,,3.7,994.7
1959-12-10,-2.5,-8.7,0.8,0.0,,,88.0,,,4.7,997.3
1959-12-11,-1.6,-7.2,0.1,5.0,,,91.0,,,4.9,991.6
1959-12-12,-3.0,-9.0,-1.4,0.0,,,90.0,,,4.3,1002.3
1959-12-13,-1.0,-2.0,-0.1,0.6,,,89.0,,,5.1,1005.2
1959-12-14,-1.2,-1.5,-0.1,0.0,,,90.0,,,5.1,1003.4
1959-12-15,-1.3,-2.8,1.2,0.0,,,81.0,,,4.7,1001.3
1959-12-16,-2.9,-9.6,1.3,0.0,,,88.0,,,4.4,999.6
1959-12-17,1.3,-3.8,3.3,2.4,,,89.0,,,5.7,996.6
1959-12-18,1.9,0.6,4.7,0.2,,,95.0,,,6.8,992.6
1959-12-19,4.4,0.6,6.3,0.3,,,88.0,,,7.3,1001.2
1959-12-20,5.2,0.7,6.8,2.5,,,88.0,,,7.6,993.7
1959-12-21,4.6,3.0,6.6,5.7,,,92.0,,,7.6,985.0
1959-12-22,3.0,0.5,10.1,0.0,,,86.0,,,6.8,989.8
1959-12-23,4.4,0.0,9.3,8.0,,,77.0,,,6.4,982.0
1959-12-24,2.3,1.6,5.1,0.0,,,93.0,,,6.8,982.4
1959-12-25,5.2,-0.2,7.5,2.3,,,85.0,,,7.3,986.9
1959-12-26,8.8,3.9,12.8,2.5,,,85.0,,,9.2,980.9
1959-12-27,5.5,2.5,11.3,0.0,,,82.0,,,7.7,980.5
1959-12-28,5.0,2.5,8.6,0.0,,,80.0,,,7.2,979.9
1959-12-29,5.6,2.5,6.3,2.2,,,85.0,,,7.7,992.8
1959-12-30,7.3,3.4,10.4,1.5,,,81.0,,,8.4,988.1
1959-12-31,4.9,2.7,9.1,0.0,,,88.0,,,8.0,1003.3
1960-01-01,5.3,2.6,6.8,1.3,,,88.0,,,7.9,993.9
1960-01-02,8.5,4.7,11.3,0.4,,,84.0,,,9.5,993.2
1960-01-03,5.2,4.6,7.6,7.0,,,90.0,,,8.1,998.8
1960-01-04,4.9,4.1,5.9,0.2,,,97.0,,,8.4,1013.6
1960-01-05,6.7,2.8,8.7,7.6,,,87.0,,,8.3,1007.4
1960-01-06,4.2,2.2,9.1,5.6,,,87.0,,,7.2,1003.1
1960-01-07,3.4,2.4,6.2,6.4,,,93.0,,,7.3,999.0
1960-01-08,3.2,0.5,9.6,4.1,,,96.0,,,7.9,995.6
1960-01-09,-3.9,-4.3,1.5,0.7,,,91.0,,,4.1,1001.8
1960-01-10,-5.1,-5.8,-3.4,0.0,,,93.0,,,3.9,999.4
1960-01-11,-4.1,-7.5,-2.7,2.2,,,92.0,,,4.1,987.3
1960-01-12,-6.3,-8.1,-3.1,1.3,,,84.0,,,3.2,991.1
1960-01-13,-7.6,-9.0,-4.6,8.7,,,87.0,,,3.1,989.8
1960-01-14,-9.4,-12.3,-6.1,0.0,,,73.0,,,2.4,989.1
1960-01-15,-15.5,-19.1,-10.3,0.0,,,73.0,,,1.5,1000.7
1960-01-16,-5.4,-16.3,-3.0,0.7,,,81.0,,,3.5,995.7
1960-01-17,-2.8,-4.5,-1.7,0.0,,,88.0,,,4.4,996.2
1960-01-18,-1.7,-6.6,1.8,0.0,,,83.0,,,4.7,992.8
1960-01-19,2.7,-2.8,4.9,0.0,,,80.0,,,6.1,992.7
1960-01-20,2.7,1.6,5.5,4.8,,,82.0,,,6.1,986.7
1960-01-21,-1.1,-3.5,3.2,0.4,,,90.0,,,5.2,1005.3
1960-01-22,-0.1,-8.0,2.8,0.0,,,85.0,,,5.1,1007.3
1960-01-23,2.4,-0.1,5.3,0.0,,,86.0,,,6.3,1002.4
1960-01-24,0.4,-0.6,3.1,0.0,,,85.0,,,5.5,998.3
1960-01-25,0.3,-1.1,2.7,0.0,,,87.0,,,5.5,996.1
1960-01-26,0.6,-0.4,4.1,0.0,,,91.0,,,5.9,995.4
1960-01-27,2.3,-0.2,5.8,1.6,,,89.0,,,6.7,995.3
1960-01-28,3.4,1.2,5.7,0.4,,,92.0,,,7.2,991.4
1960-01-29,5.5,2.4,8.3,1.2,,,81.0,,,7.3,996.0
1960-01-30,1.2,-0.7,5.6,8.8,,,94.0,,,6.5,1005.8
1960-01-31,-5.4,-8.2,0.4,0.0,,,81.0,,,3.6,1015.8
1960-02-01,-8.0,-11.7,-3.7,0.0,,,69.0,,,2.3,1017.6
1960-02-02,-7.9,-11.2,-4.0,0.0,,,75.0,,,2.7,1014.2
1960-02-03,-5.2,-9.4,-1.9,0.0,,,79.0,,,3.2,1009.7
1960-02-04,-4.8,-7.2,-2.9,0.0,,,77.0,,,3.3,1001.7
1960-02-05,-5.4,-6.8,-3.1,0.7,,,87.0,,,3.6,1003.4
1960-02-06,-9.2,-13.4,-3.8,0.0,,,86.0,,,2.9,1012.7
1960-02-07,-11.7,-17.2,-4.2,0.0,,,67.0,,,1.7,1025.6
1960-02-08,-9.8,-17.4,-1.4,0.0,,,68.0,,,2.0,1022.9
1960-02-09,-5.0,-13.2,2.9,0.0,,,66.0,,,2.9,1012.5
