,T,Tmin,Tmax,Prec,Rad,Rs,RH,u2,u2mx,vap,aP
1980-05-27,17.2,8.8,24.7,0.0,,,59.0,1.8,10.0,11.3,985.7
1980-05-28,16.3,11.5,23.5,2.4,,,75.0,2.3,11.0,13.9,978.2
1980-05-29,15.0,12.3,19.8,0.0,,,86.0,2.0,6.0,14.6,975.2
1980-05-30,13.1,11.2,16.3,0.1,,,81.0,3.5,11.0,12.3,977.3
1980-05-31,12.5,7.9,17.3,0.0,,,67.0,2.6,9.0,9.4,982.5
1980-06-01,11.6,6.1,16.5,1.7,,,76.0,3.0,11.0,10.4,982.0
1980-06-02,11.9,7.0,16.1,0.0,,,70.0,7.9,18.0,9.7,989.5
1980-06-03,12.6,9.6,16.1,9.6,,,72.0,5.4,16.0,10.6,992.2
1980-06-04,14.1,10.5,17.3,1.3,,,89.0,2.7,8.0,14.3,993.7
1980-06-05,18.5,14.1,24.2,0.0,,,73.0,3.1,8.0,15.2,990.3
1980-06-06,17.1,9.0,23.2,0.0,,,65.0,1.2,7.0,12.5,987.4
1980-06-07,17.7,12.4,22.7,5.2,,,77.0,0.7,6.0,15.5,983.8
1980-06-08,17.1,12.0,22.9,9.7,,,78.0,0.9,8.0,15.3,983.5
1980-06-09,19.4,13.3,24.4,0.0,,,74.0,2.8,11.0,16.3,982.1
1980-06-10,20.0,15.9,24.3,0.0,,,67.0,3.0,11.0,15.6,978.8
1980-06-11,16.7,15.6,21.1,1.4,,,90.0,3.3,11.0,17.2,980.2
1980-06-12,19.0,14.4,23.7,0.0,,,69.0,3.3,8.0,14.9,988.6
1980-06-13,20.6,11.5,26.3,0.0,,,65.0,1.0,7.0,15.3,993.1
1980-06-14,24.5,17.6,30.3,0.4,,,58.0,3.2,9.0,17.7,989.3
1980-06-15,18.2,14.6,28.5,10.0,,,81.0,4.0,12.0,16.9,986.8
1980-06-16,17.7,13.2,22.3,0.0,,,75.0,3.9,11.0,15.0,988.7
1980-06-17,17.9,14.4,23.1,10.7,,,79.0,1.2,10.0,16.0,985.5
1980-06-18,13.9,11.6,17.4,6.0,,,92.0,2.3,11.0,14.7,984.1
1980-06-19,16.1,10.6,21.0,5.1,,,74.0,2.1,7.0,13.4,984.9
1980-06-20,15.2,12.4,20.1,0.3,,,72.0,4.5,15.0,12.3,983.0
1980-06-21,15.5,11.9,18.8,1.0,,,67.0,3.6,9.0,11.6,986.2
1980-06-22,13.5,11.4,17.1,3.2,,,83.0,1.6,8.0,12.7,982.9
1980-06-23,14.2,10.0,18.9,0.8,,,77.0,2.2,10.0,12.6,983.0
1980-06-24,16.3,13.1,21.1,1.2,,,73.0,3.8,10.0,13.2,981.9
1980-06-25,13.9,11.2,17.6,0.0,,,78.0,3.5,16.0,12.4,980.3
1980-06-26,14.0,9.7,19.4,0.4,,,76.0,2.6,11.0,12.0,982.6
1980-06-27,12.7,10.3,15.3,7.6,,,84.0,1.9,11.0,12.4,982.2
1980-06-28,12.2,8.5,17.1,1.2,,,81.0,4.5,14.0,11.3,983.4
1980-06-29,12.2,10.7,16.4,8.6,,,91.0,3.3,14.0,13.0,977.2
1980-06-30,11.3,9.9,12.8,11.0,,,94.0,4.4,13.0,12.7,982.0
1980-07-01,14.9,9.0,19.6,1.5,,,78.0,2.1,11.0,13.0,979.5
1980-07-02,13.0,11.0,15.5,20.9,,,86.0,2.4,11.0,12.9,977.5
1980-07-03,12.6,11.6,15.4,13.7,,,95.0,3.3,14.0,13.9,982.6
1980-07-04,13.1,10.7,16.9,0.0,,,91.0,4.4,11.0,13.7,988.0
1980-07-05,14.0,10.1,18.4,0.7,,,91.0,1.8,6.0,14.7,985.3
1980-07-06,15.2,11.2,19.3,0.0,,,78.0,1.5,7.0,13.4,986.8
1980-07-07,15.2,9.9,21.7,3.5,,,82.0,2.1,8.0,14.2,984.6
1980-07-08,15.6,12.6,22.5,7.8,,,90.0,2.8,8.0,16.0,978.7
1980-07-09,15.8,12.4,19.2,9.5,,,86.0,1.8,7.0,15.4,976.0
1980-07-10,15.5,13.0,19.7,0.0,,,84.0,5.5,12.0,14.7,978.0
1980-07-11,14.2,12.8,16.4,2.4,,,88.0,3.4,10.0,14.4,987.7
1980-07-12,13.6,11.2,16.2,0.2,,,88.0,2.8,7.0,13.7,990.6
1980-07-13,12.2,10.0,15.6,4.5,,,90.0,4.0,13.0,12.8,987.4
1980-07-14,14.0,9.5,18.6,2.1,,,85.0,2.1,7.0,13.7,984.8
1980-07-15,17.3,14.4,21.3,6.1,,,84.0,2.1,7.0,16.7,980.4
1980-07-16,14.6,12.6,18.2,0.4,,,84.0,4.4,11.0,13.9,985.6
1980-07-17,12.9,10.9,15.7,0.0,,,75.0,4.6,11.0,11.1,992.7
1980-07-18,15.5,11.4,20.8,0.0,,,69.0,5.5,12.0,12.3,989.5
1980-07-19,15.1,12.3,17.0,4.9,,,88.0,4.1,9.0,15.1,983.9
1980-07-20,18.4,15.2,24.2,1.1,,,80.0,4.8,12.0,17.1,976.0
1980-07-21,14.7,13.5,18.3,59.5,,,84.0,6.4,15.0,14.0,975.8
1980-07-22,12.0,9.4,15.1,14.5,,,93.0,5.1,14.0,13.1,990.0
1980-07-23,16.1,8.8,22.1,0.0,,,74.0,1.4,5.0,13.1,992.2
1980-07-24,18.3,10.6,25.0,0.0,,,70.0,1.3,7.0,14.1,991.3
1980-07-25,19.6,13.5,24.6,0.0,,,69.0,1.1,7.0,15.4,991.4
1980-07-26,20.4,14.3,25.8,0.0,,,74.0,1.3,7.0,17.7,986.0
1980-07-27,20.2,15.4,25.0,0.0,,,82.0,0.9,8.0,19.3,986.0
1980-07-28,19.5,17.2,22.7,3.8,,,91.0,0.9,7.0,20.6,988.5
1980-07-29,18.7,15.5,23.2,0.2,,,91.0,1.7,8.0,19.6,987.7
1980-07-30,18.7,14.5,24.6,10.2,,,88.0,1.7,8.0,19.0,988.3
1980-07-31,17.4,14.7,20.2,0.2,,,84.0,3.5,9.0,16.5,994.5
1980-08-01,18.2,12.4,23.5,0.0,,,74.0,0.8,5.0,15.0,996.2
1980-08-02,21.6,14.0,27.8,0.0,,,65.0,1.5,6.0,16.7,993.5
1980-08-03,24.7,18.5,31.1,0.2,,,66.0,3.8,9.0,20.3,989.2
1980-08-04,22.7,19.7,27.4,0.0,,,78.0,2.1,7.0,21.4,990.0
1980-08-05,21.5,18.1,26.9,2.1,,,71.0,4.7,11.0,17.9,990.2
1980-08-06,17.8,14.7,22.8,0.0,,,75.0,4.9,11.0,15.1,991.8
1980-08-07,20.2,14.1,25.9,0.0,,,67.0,3.0,9.0,15.7,988.8
1980-08-08,20.4,14.4,27.5,4.8,,,78.0,1.6,8.0,18.4,982.4
1980-08-09,16.4,14.2,20.7,0.0,,,76.0,3.5,11.0,14.2,988.8
1980-08-10,16.0,11.8,20.4,0.0,,,71.0,1.0,5.0,12.9,992.6
1980-08-11,17.0,11.6,22.5,0.0,,,75.0,0.3,5.0,14.4,989.1
1980-08-12,15.7,14.3,20.6,9.3,,,88.0,3.1,12.0,15.8,980.7
1980-08-13,13.4,11.0,16.5,4.4,,,90.0,3.1,9.0,14.0,985.9
1980-08-14,16.7,13.5,21.7,0.0,,,84.0,1.1,6.0,15.7,990.3
1980-08-15,18.9,11.8,24.1,0.0,,,75.0,1.8,7.0,16.1,988.5
1980-08-16,20.1,13.8,25.8,0.0,,,74.0,1.8,8.0,16.8,988.9
1980-08-17,19.5,12.5,25.0,0.0,,,65.0,1.4,6.0,14.3,992.4
1980-08-18,18.6,11.5,24.7,0.0,,,60.0,0.6,5.0,12.1,992.6
1980-08-19,15.4,12.0,22.2,3.6,,,83.0,0.9,5.0,14.7,992.8
1980-08-20,15.9,14.5,17.6,0.8,,,87.0,4.2,11.0,15.8,991.0
1980-08-21,18.2,14.4,23.4,7.5,,,69.0,8.6,22.0,14.6,982.4
1980-08-22,12.4,10.5,16.7,1.7,,,69.0,8.7,17.0,9.9,982.9
1980-08-23,11.8,8.4,14.0,0.2,,,77.0,6.9,15.0,10.7,986.5
1980-08-24,11.1,8.8,14.8,3.9,,,78.0,5.1,14.0,10.3,990.1
1980-08-25,11.1,7.0,15.2,0.0,,,77.0,4.4,13.0,10.1,992.8
1980-08-26,13.3,5.4,19.3,0.0,,,67.0,0.9,,9.7,994.7
1980-08-27,16.3,7.4,23.6,0.0,,,63.0,1.1,6.0,11.4,991.9
1980-08-28,18.6,11.1,25.6,0.0,,,70.0,1.2,,14.4,990.3
1980-08-29,20.1,17.5,24.6,3.7,,,71.0,2.6,10.0,16.6,987.7
1980-08-30,18.5,15.8,24.2,1.1,,,75.0,3.4,12.0,16.1,981.1
1980-08-31,14.9,13.6,18.5,12.0,,,84.0,3.4,10.0,14.2,982.2
1980-09-01,13.0,11.4,16.4,0.9,,,79.0,4.1,9.0,11.9,993.4
1980-09-02,11.5,5.1,17.5,0.0,,,69.0,1.0,6.0,9.1,1002.3
1980-09-03,14.1,6.6,21.1,0.0,,,64.0,2.1,6.0,9.8,997.6
1980-09-04,19.0,11.5,25.6,0.0,,,65.0,2.4,8.0,14.4,991.7
1980-09-05,19.9,14.6,27.2,14.8,,,77.0,1.9,20.0,17.5,987.0
1980-09-06,16.1,14.6,20.7,0.2,,,83.0,4.5,11.0,15.2,991.5
1980-09-07,15.5,11.8,20.3,0.0,,,76.0,0.6,5.0,13.1,997.5
1980-09-08,15.9,11.2,21.3,0.0,,,72.0,2.4,9.0,12.8,993.9
1980-09-09,13.9,13.0,18.1,1.3,,,82.0,4.3,14.0,13.1,990.2
1980-09-10,13.3,11.2,16.8,2.2,,,74.0,3.4,8.0,11.4,990.4
1980-09-11,13.1,11.6,15.2,11.5,,,86.0,6.5,15.0,13.0,981.9
1980-09-12,14.5,9.4,19.0,2.1,,,78.0,5.1,11.0,12.9,988.2
1980-09-13,14.2,12.2,17.3,0.4,,,78.0,6.0,18.0,12.7,985.6
1980-09-14,13.4,10.7,16.0,5.4,,,76.0,7.6,16.0,11.7,987.3
1980-09-15,12.1,10.0,14.3,1.0,,,88.0,4.1,15.0,12.4,991.7
1980-09-16,13.2,10.0,18.3,0.0,,,78.0,0.2,7.0,11.6,997.7
1980-09-17,14.1,10.0,19.6,3.2,,,77.0,3.0,10.0,12.2,992.3
1980-09-18,13.8,10.5,18.7,0.0,,,79.0,1.2,6.0,12.3,993.6
1980-09-19,15.2,9.7,21.2,0.0,,,74.0,2.5,8.0,12.6,991.2
1980-09-20,15.5,12.6,19.8,0.0,,,79.0,4.0,9.0,14.0,989.3
1980-09-21,15.6,12.1,21.7,0.0,,,80.0,2.4,7.0,14.1,988.7
1980-09-22,15.9,11.2,23.6,0.0,,,86.0,0.2,,15.2,990.2
1980-09-23,15.7,11.3,22.0,0.0,,,88.0,0.7,,15.6,993.9
1980-09-24,16.5,13.8,20.7,0.0,,,79.0,0.2,,14.8,996.5
1980-09-25,13.0,11.0,16.1,18.5,,,93.0,0.9,7.0,14.1,997.9
1980-09-26,12.6,11.0,16.0,0.0,,,84.0,1.3,7.0,12.2,998.3
1980-09-27,11.4,6.6,16.1,0.0,,,78.0,0.3,,10.3,994.7
1980-09-28,10.7,5.6,16.4,0.0,,,76.0,0.6,5.0,9.5,996.1
1980-09-29,11.6,5.9,17.1,0.2,,,84.0,0.2,6.0,11.6,998.0
1980-09-30,13.5,12.1,15.0,2.2,,,86.0,3.3,11.0,13.5,995.0
1980-10-01,10.9,8.1,13.5,0.3,,,77.0,3.8,11.0,10.1,997.6
1980-10-02,11.6,9.0,14.8,1.0,,,74.0,4.9,14.0,10.1,993.5
1980-10-03,10.1,8.7,13.4,0.0,,,75.0,3.6,11.0,9.3,996.5
1980-10-04,10.0,3.4,16.0,0.5,,,74.0,1.5,6.0,8.9,992.7
1980-10-05,10.0,7.4,12.5,0.1,,,76.0,4.1,11.0,9.3,989.9
1980-10-06,10.3,6.7,14.1,0.0,,,70.0,3.5,11.0,8.9,985.1
1980-10-07,13.2,10.1,18.0,3.5,,,74.0,5.0,14.0,11.1,973.9
1980-10-08,10.7,9.8,12.3,0.0,,,63.0,4.3,14.0,8.1,975.7
1980-10-09,8.6,7.1,11.7,0.0,,,78.0,1.3,7.0,8.7,977.6
1980-10-10,7.2,4.0,11.4,0.0,,,78.0,1.3,7.0,7.9,983.6
1980-10-11,5.8,0.1,11.4,0.0,,,82.0,1.3,7.0,7.5,975.7
1980-10-12,6.5,4.9,7.3,25.4,,,91.0,2.8,7.0,8.9,976.5
1980-10-13,7.2,6.2,7.8,25.4,,,97.0,4.7,12.0,9.9,974.9
1980-10-14,6.7,6.0,7.8,1.0,,,93.0,4.4,10.0,9.1,978.5
1980-10-15,7.8,4.4,12.1,0.0,,,78.0,3.0,8.0,8.2,982.7
1980-10-16,10.7,6.2,15.2,0.0,,,78.0,1.8,9.0,10.0,979.7
1980-10-17,15.5,11.0,19.4,0.0,,,73.0,4.7,14.0,12.8,968.7
1980-10-18,10.1,7.8,17.4,4.5,,,90.0,2.0,8.0,11.2,973.0
1980-10-19,7.6,5.6,10.5,1.3,,,77.0,3.0,8.0,8.0,990.9
1980-10-20,5.5,3.3,9.5,0.0,,,76.0,3.9,11.0,6.9,998.1
1980-10-21,5.9,1.7,10.5,0.0,,,72.0,2.0,6.0,6.7,997.5
1980-10-22,8.0,3.8,13.6,0.0,,,70.0,3.7,8.0,7.4,988.4
1980-10-23,8.9,5.4,13.9,4.1,,,75.0,4.3,9.0,8.6,979.3
1980-10-24,10.3,8.3,13.0,2.3,,,75.0,4.6,11.0,9.4,974.5
1980-10-25,9.0,6.6,11.3,0.2,,,85.0,4.0,11.0,9.8,975.9
1980-10-26,5.5,2.7,9.0,0.0,,,75.0,2.1,10.0,6.7,995.9
1980-10-27,7.9,3.3,11.7,2.7,,,80.0,3.4,11.0,8.8,995.7
1980-10-28,16.2,11.5,21.4,0.0,,,66.0,5.1,11.0,12.1,991.2
1980-10-29,13.1,10.6,17.6,1.2,,,71.0,7.1,17.0,10.6,982.9
1980-10-30,7.3,6.4,11.6,0.8,,,76.0,7.1,18.0,7.8,990.1
1980-10-31,3.6,1.7,6.4,1.6,,,83.0,2.8,8.0,6.7,1001.9
1980-11-01,-1.3,-4.1,2.5,0.0,,,72.0,4.4,11.0,3.9,1008.8
1980-11-02,-3.3,-4.9,-0.8,0.0,,,70.0,5.3,14.0,3.3,1006.0
1980-11-03,-3.0,-4.5,-1.7,0.5,,,83.0,5.7,10.0,4.1,1002.2
1980-11-04,-3.9,-4.8,-2.7,0.0,,,88.0,4.3,10.0,4.1,1001.1
1980-11-05,-3.3,-4.4,-2.4,0.0,,,87.0,6.1,11.0,4.2,997.3
1980-11-06,-0.9,-3.0,-0.3,9.7,,,96.0,7.5,15.0,5.5,987.9
1980-11-07,-0.5,-1.0,0.2,8.2,,,99.0,0.5,6.0,5.9,986.2
1980-11-08,-0.2,-2.4,2.4,0.0,,,96.0,0.4,5.0,5.8,988.6
1980-11-09,-0.7,-3.1,1.5,0.3,,,96.0,1.8,7.0,5.6,982.4
1980-11-10,-1.0,-1.8,-0.3,0.0,,,97.0,2.9,8.0,5.6,984.5
1980-11-11,-0.6,-5.2,3.2,0.0,,,81.0,2.3,9.0,4.8,982.3
1980-11-12,1.1,-1.2,3.2,0.0,,,79.0,2.6,7.0,5.3,978.5
1980-11-13,2.3,-0.6,4.7,0.0,,,80.0,4.5,9.0,5.8,988.6
1980-11-14,4.5,2.0,5.7,0.9,,,68.0,6.7,13.0,5.7,989.8
1980-11-15,5.2,2.5,7.1,12.9,,,81.0,5.3,13.0,7.2,980.4
1980-11-16,11.7,5.0,13.2,3.9,,,84.0,8.8,24.0,11.6,979.4
1980-11-17,11.8,10.1,14.1,0.0,,,75.0,6.1,15.0,10.4,986.7
1980-11-18,11.4,10.3,13.6,0.0,,,63.0,7.5,18.0,8.5,979.6
1980-11-19,4.7,3.3,10.4,1.9,,,80.0,6.3,17.0,6.8,990.9
1980-11-20,5.9,2.9,8.7,1.0,,,91.0,2.5,7.0,8.5,996.3
1980-11-21,10.1,4.7,13.4,0.0,,,72.0,5.7,11.0,8.9,992.1
1980-11-22,12.1,9.5,14.6,0.0,,,67.0,5.8,12.0,9.5,995.0
1980-11-23,13.2,11.7,15.3,0.0,,,68.0,7.0,13.0,10.4,996.2
1980-11-24,13.2,11.6,14.5,0.0,,,76.0,5.8,11.0,11.5,993.6
1980-11-25,9.6,8.5,13.4,4.5,,,80.0,5.5,12.0,9.6,984.0
1980-11-26,4.1,2.0,8.5,0.4,,,90.0,2.3,7.0,7.5,980.1
1980-11-27,0.3,-2.4,4.2,0.0,,,73.0,1.3,5.0,4.5,985.5
1980-11-28,0.7,-1.6,3.0,0.1,,,71.0,1.7,7.0,4.6,974.7
1980-11-29,0.4,-0.1,1.2,2.9,,,96.0,1.4,7.0,6.1,981.2
1980-11-30,-1.0,-2.6,0.7,0.8,,,80.0,6.7,14.0,4.7,999.4
1980-12-01,-6.0,-8.9,-2.5,0.0,,,80.0,2.0,10.0,3.1,1006.8
1980-12-02,-6.1,-10.0,-2.8,2.7,,,82.0,3.8,11.0,3.2,986.8
1980-12-03,-3.0,-4.5,-0.7,2.2,,,90.0,6.9,13.0,4.5,972.3
1980-12-04,-4.1,-7.2,-1.4,6.2,,,87.0,3.7,11.0,4.0,973.1
1980-12-05,-6.0,-7.2,-2.5,7.6,,,86.0,3.7,11.0,3.4,972.7
1980-12-06,-3.3,-7.8,2.0,3.6,,,94.0,4.3,12.0,4.7,962.5
1980-12-07,-8.0,-10.5,-6.0,1.0,,,90.0,2.7,7.0,3.0,985.0
1980-12-08,-6.8,-9.8,-5.7,0.2,,,87.0,3.7,7.0,3.2,1001.8
1980-12-09,-2.1,-8.1,-0.1,0.0,,,74.0,8.7,16.0,3.9,1005.9
1980-12-10,1.2,-1.5,3.3,0.8,,,51.0,7.3,14.0,3.4,999.8
1980-12-11,3.9,2.1,5.7,1.1,,,77.0,8.9,17.0,6.3,993.3
1980-12-12,4.8,3.2,5.7,0.0,,,87.0,5.6,14.0,7.6,996.8
1980-12-13,7.3,3.0,11.2,7.2,,,69.0,6.5,15.0,6.9,990.1
1980-12-14,7.8,6.3,9.8,3.5,,,77.0,7.1,16.0,8.1,984.4
1980-12-15,9.1,7.5,12.2,1.9,,,80.0,6.7,16.0,9.3,977.0
1980-12-16,4.6,3.2,7.5,0.2,,,74.0,6.7,17.0,6.3,990.0
1980-12-17,2.2,0.5,5.0,0.0,,,80.0,2.8,8.0,5.8,1000.8
1980-12-18,0.0,-1.5,1.7,1.3,,,80.0,6.3,15.0,5.0,982.4
1980-12-19,0.7,-1.4,2.3,1.5,,,87.0,1.7,9.0,5.6,981.3
1980-12-20,1.2,-0.1,2.5,0.0,,,90.0,2.5,10.0,6.0,965.1
1980-12-21,2.8,0.6,6.6,0.0,,,77.0,3.3,7.0,5.8,968.9
1980-12-22,2.0,0.7,3.8,0.3,,,89.0,3.9,8.0,6.3,988.4
1980-12-23,5.7,0.5,8.7,8.3,,,87.0,6.6,16.0,8.1,990.8
1980-12-24,8.6,4.6,10.4,0.0,,,81.0,4.8,13.0,9.1,994.5
1980-12-25,8.7,7.9,10.0,1.4,,,75.0,6.1,11.0,8.5,989.8
1980-12-26,3.1,0.6,8.0,0.5,,,84.0,3.9,13.0,6.5,988.2
1980-12-27,0.4,-0.8,1.9,0.0,,,92.0,1.6,5.0,5.8,991.9
1980-12-28,0.3,-0.6,1.1,0.0,,,87.0,3.4,9.0,5.4,1006.2
1980-12-29,3.4,-0.6,4.3,0.0,,,69.0,5.2,9.0,5.5,1006.5
1980-12-30,4.8,3.6,5.6,0.0,,,83.0,6.0,11.0,7.1,1004.5
1980-12-31,4.7,3.7,6.2,2.8,,,69.0,8.2,17.0,5.9,994.7
1981-01-01,2.1,0.2,5.7,2.7,,,80.0,10.5,22.0,5.7,981.7
1981-01-02,1.6,0.2,2.6,4.8,,,89.0,8.5,18.0,6.1,984.0
1981-01-03,5.0,0.6,7.5,15.7,,,89.0,10.9,27.0,7.8,966.8
1981-01-04,2.8,1.2,4.7,4.1,,,86.0,6.6,18.0,6.4,968.3
1981-01-05,-0.8,-2.2,1.2,2.1,,,94.0,6.4,13.0,5.4,978.7
1981-01-06,-2.8,-3.8,-1.0,4.9,,,95.0,2.7,10.0,4.7,983.7
1981-01-07,-6.2,-7.8,-3.4,0.9,,,93.0,3.6,7.0,3.6,995.4
1981-01-08,-9.5,-13.1,-5.5,0.0,,,88.0,1.4,5.0,2.6,1009.3
1981-01-09,-4.9,-9.8,-2.4,0.4,,,73.0,3.1,6.0,3.2,1000.9
1981-01-10,-2.5,-3.6,-1.1,5.8,,,94.0,2.3,8.0,4.8,988.1
1981-01-11,-1.7,-2.9,-0.2,0.0,,,92.0,2.0,7.0,5.0,998.2
1981-01-12,-4.0,-8.5,-0.4,0.1,,,86.0,2.5,7.0,3.9,987.6
1981-01-13,-1.5,-3.4,-0.3,1.0,,,89.0,4.3,8.0,4.9,980.6
1981-01-14,-1.9,-5.0,0.1,2.9,,,77.0,7.3,15.0,4.1,978.3
1981-01-15,0.9,-1.0,2.4,0.4,,,86.0,7.8,17.0,5.6,956.5
1981-01-16,-1.5,-2.5,0.1,0.1,,,77.0,8.7,19.0,4.2,972.5
1981-01-17,0.7,-3.0,4.2,3.9,,,82.0,5.5,14.0,5.4,971.9
1981-01-18,0.6,-0.7,3.1,2.2,,,91.0,1.1,7.0,5.7,982.1
1981-01-19,-0.6,-2.9,1.6,5.8,,,94.0,3.4,10.0,5.5,979.7
1981-01-20,-1.1,-3.5,2.0,4.3,,,98.0,5.3,12.0,5.5,978.3
1981-01-21,-1.5,-2.1,-0.5,1.4,,,98.0,2.5,7.0,5.4,999.3
1981-01-22,-3.7,-5.0,-0.6,0.0,,,91.0,0.9,,4.2,1005.1
1981-01-23,-5.5,-9.3,-0.9,0.0,,,81.0,2.8,6.0,3.2,1005.5
1981-01-24,-2.9,-4.9,-0.9,0.6,,,85.0,2.3,6.0,4.2,998.7
1981-01-25,0.7,-2.9,2.3,1.4,,,88.0,5.5,13.0,5.7,991.2
1981-01-26,-1.4,-3.8,2.3,0.1,,,82.0,6.0,14.0,4.6,999.2
1981-01-27,-3.8,-7.5,1.0,0.0,,,73.0,2.0,5.0,3.2,1011.3
1981-01-28,-2.5,-6.9,1.1,0.1,,,86.0,2.2,6.0,4.5,1012.7
1981-01-29,-0.3,-1.3,2.1,0.0,,,86.0,1.7,5.0,5.2,1010.4
1981-01-30,-0.8,-5.0,3.5,0.0,,,67.0,2.6,6.0,3.7,1007.2
1981-01-31,1.8,-3.4,5.2,0.0,,,68.0,3.8,7.0,4.8,1006.8
1981-02-01,3.4,0.9,6.5,0.0,,,59.0,4.9,9.0,4.6,1005.2
1981-02-02,3.4,-1.0,7.1,0.0,,,64.0,4.7,11.0,5.0,1003.7
1981-02-03,5.0,3.2,8.8,0.9,,,64.0,9.8,23.0,5.4,982.0
1981-02-04,2.3,1.1,3.7,3.6,,,93.0,4.6,11.0,6.7,965.8
1981-02-05,0.6,-0.8,2.1,1.4,,,89.0,5.5,16.0,5.6,974.0
1981-02-06,1.8,-1.7,4.5,5.0,,,86.0,5.3,12.0,6.0,986.9
1981-02-07,6.5,3.2,7.6,2.8,,,89.0,7.1,14.0,8.6,990.9
1981-02-08,7.4,6.0,8.4,0.2,,,82.0,7.7,16.0,8.5,991.3
1981-02-09,6.8,5.8,8.2,0.0,,,86.0,2.3,9.0,8.4,990.0
1981-02-10,4.9,1.6,8.3,1.4,,,74.0,7.6,20.0,6.5,983.2
1981-02-11,-1.3,-4.1,3.2,1.6,,,88.0,7.3,20.0,5.0,990.2
1981-02-12,-2.5,-4.6,-1.3,2.1,,,85.0,4.4,10.0,4.3,989.7
1981-02-13,-2.0,-2.8,-0.5,0.4,,,94.0,3.9,7.0,5.0,994.7
1981-02-14,-3.0,-4.7,-1.4,0.5,,,85.0,2.0,6.0,4.1,997.2
1981-02-15,-2.8,-4.9,-1.5,0.2,,,82.0,3.1,8.0,4.1,994.6
1981-02-16,-0.5,-2.9,1.4,0.0,,,91.0,1.8,5.0,5.3,997.9
1981-02-17,-0.2,-2.1,1.8,1.2,,,91.0,0.8,6.0,5.5,999.8
1981-02-18,-2.7,-5.4,0.2,0.4,,,85.0,2.8,9.0,4.3,994.8
1981-02-19,-4.1,-5.1,-2.0,0.3,,,86.0,2.3,7.0,3.9,990.9
1981-02-20,-4.2,-5.3,-2.7,1.5,,,94.0,0.1,,4.2,989.8
1981-02-21,-4.9,-6.9,-2.7,0.0,,,87.0,0.6,,3.7,993.4
1981-02-22,-3.4,-6.2,-0.9,0.9,,,94.0,0.7,5.0,4.5,991.1
1981-02-23,-2.5,-4.1,-1.7,2.0,,,90.0,1.8,5.0,4.6,990.6
1981-02-24,2.0,-2.2,8.1,0.0,,,88.0,2.2,6.0,6.1,992.9
1981-02-25,-0.7,-2.3,1.5,0.0,,,97.0,1.9,7.0,5.7,1001.4
1981-02-26,-1.6,-5.8,3.7,0.0,,,72.0,1.8,7.0,3.8,1002.6
1981-02-27,-2.2,-6.5,3.1,0.0,,,59.0,3.3,9.0,3.0,998.5
1981-02-28,-1.4,-6.7,4.3,0.0,,,62.0,6.2,16.0,3.4,992.9
1981-03-01,0.2,-0.9,1.1,0.9,,,76.0,6.7,15.0,4.7,987.7
1981-03-02,2.4,-0.2,6.5,0.1,,,83.0,5.8,11.0,6.0,984.2
1981-03-03,2.2,0.8,3.2,2.9,,,87.0,3.8,11.0,6.2,976.6
1981-03-04,0.0,-1.3,2.5,2.1,,,95.0,3.0,8.0,5.9,981.5
1981-03-05,-0.6,-4.3,2.7,0.3,,,79.0,3.4,7.0,4.6,986.8
1981-03-06,1.7,-2.5,4.9,0.4,,,72.0,3.3,7.0,4.9,987.7
1981-03-07,8.7,3.3,12.5,5.0,,,74.0,6.3,14.0,8.3,988.5
1981-03-08,11.5,9.5,13.1,1.3,,,79.0,6.3,13.0,10.7,985.7
1981-03-09,12.3,10.4,15.6,11.0,,,78.0,8.3,16.0,11.1,985.8
1981-03-10,7.7,5.4,11.2,16.7,,,84.0,1.3,8.0,8.8,988.4
1981-03-11,13.4,5.4,16.8,10.2,,,80.0,8.3,19.0,12.2,974.6
1981-03-12,7.8,5.1,14.7,11.4,,,93.0,3.6,18.0,9.9,971.7
1981-03-13,7.7,4.9,9.0,0.7,,,89.0,3.0,10.0,9.3,973.2
1981-03-14,8.0,6.5,11.6,0.3,,,70.0,6.5,15.0,7.5,975.6
1981-03-15,7.2,3.9,11.6,0.0,,,63.0,5.1,13.0,6.3,981.5
1981-03-16,6.0,1.4,11.1,0.3,,,72.0,0.8,,6.7,983.8
1981-03-17,3.8,2.6,6.8,0.3,,,87.0,1.1,6.0,7.0,982.6
1981-03-18,1.2,-1.9,3.4,0.0,,,95.0,1.5,6.0,6.3,982.0
1981-03-19,4.8,0.8,9.2,0.0,,,68.0,7.4,15.0,5.8,980.8
1981-03-20,7.3,3.9,10.9,0.0,,,61.0,4.2,9.0,6.2,980.8
1981-03-21,11.3,6.1,17.3,0.0,,,47.0,3.9,10.0,6.3,982.3
1981-03-22,13.7,7.8,19.2,0.0,,,44.0,5.4,12.0,6.6,977.2
1981-03-23,9.4,4.5,16.3,10.3,,,61.0,2.7,16.0,7.2,981.8
1981-03-24,11.5,9.1,14.2,0.1,,,71.0,6.7,20.0,9.6,977.4
1981-03-25,12.9,9.4,16.5,4.0,,,83.0,3.6,10.0,12.5,984.3
1981-03-26,12.0,10.0,15.8,6.2,,,86.0,4.4,13.0,12.1,981.0
1981-03-27,8.4,5.5,12.6,0.0,,,65.0,6.4,23.0,7.0,988.0
1981-03-28,7.6,1.1,12.6,0.0,,,77.0,3.3,11.0,7.8,988.9
