,T,Tmin,Tmax,Prec,Rad,Rs,RH,u2,u2mx,vap,aP,EToPM,EToHG,EToSJ,EToPM2,EToPT
2017-01-26,-0.9,-2.5,1.4,0.0,398.0,3.98,87.21,4.1,9.1,5.0,1024.92,0.6560105036561712,0.28774658930826374,0.0,0.35037841168278033,-0.04773305075575696
2017-01-27,0.1,-2.9,3.3,0.0,409.0,4.09,77.79,4.3,9.9,4.8,1017.09,0.9666959339360413,0.3910470282693617,0.0,0.6811567513840561,-0.05657280430036983
2017-01-28,4.1,0.2,8.4,0.0,401.0,4.01,67.08,4.1,8.7,5.4,1014.12,1.57344363008152,0.5600027130352663,0.0,1.230472205716755,-0.04727834265658258
2017-01-29,3.8,2.7,4.9,4.2,221.0,2.21,91.83,5.2,11.3,7.4,1013.54,0.4996225288853303,0.29122358808924703,0.0,0.5492106606617709,0.26058800921044695
2017-01-30,2.7,1.6,3.8,6.1,127.0,1.27,92.92,6.5,14.4,6.9,1009.8,0.3767358836610227,0.28138823863780277,0.11938958920477794,0.6277972975864853,0.3735934433956316
2017-01-31,3.1,1.9,3.9,0.0,154.0,1.54,88.96,5.2,12.6,6.8,1015.3,0.5357743342244956,0.27850431215459304,0.0,0.7249798973266601,0.35659061779146767
2017-02-01,1.3,0.1,2.1,0.3,138.0,1.3800000000000001,89.04,5.3,11.8,6.0,1013.87,0.4656868398811427,0.2591751780751677,0.02409108633426582,0.6955595926562019,0.3598253394952339
2017-02-02,5.7,2.1,9.8,0.0,470.0,4.7,88.83,5.3,10.3,8.2,1004.96,0.9228824769508107,0.6371933466133131,0.0,0.6013832165491572,0.06808833738223102
2017-02-03,5.8,4.2,7.3,4.2,121.0,1.21,96.58,3.8,7.9,9.0,1000.76,0.22965908269372803,0.413520117536906,0.424105214647051,0.4681802122991504,0.4461427134731007
2017-02-04,5.2,3.5,7.5,0.9,352.0,3.52,90.63,3.7,9.3,8.1,998.77,0.698325393228635,0.4662669862156927,0.0,0.5212076735770135,0.2310951183898657
2017-02-05,3.6,2.7,4.4,1.1,137.0,1.37,97.21,3.3,8.2,7.7,1002.49,0.23304766118715886,0.28807793436081564,0.4301502988795314,0.40538996611801603,0.4177701324987737
2017-02-06,2.5,1.3,3.1,0.0,86.0,0.86,89.08,3.8,11.8,6.5,1017.15,0.4176232792540886,0.28642813355891256,0.21533508379046984,0.6951838474565086,0.45525946562348923
2017-02-07,0.1,-0.8,1.3,0.0,342.0,3.42,76.29,6.6,14.6,4.7,1020.03,1.0446909432403757,0.27788773599789623,0.0,1.219001175798313,0.23030042814456644
2017-02-08,-1.2,-2.2,-0.6,0.0,171.0,1.71,68.33,5.5,12.4,3.8,1026.65,1.0617992923031108,0.2291421503327126,0.0,1.3812063647015298,0.3554979872082909
2017-02-09,-3.1,-4.0,-2.1,0.0,104.0,1.04,74.96,4.6,10.4,3.7,1029.82,0.6473587181560376,0.22524932374014642,0.0,0.9998966651906234,0.3742365838506805
2017-02-10,-2.5,-4.4,-1.0,0.0,204.0,2.04,79.17,5.2,11.0,4.0,1024.92,0.7020555674894388,0.31947031471754206,0.0,0.9121519210329346,0.3302803977580969
2017-02-11,-1.3,-1.8,-0.3,0.3,341.0,3.41,82.17,5.8,14.2,4.6,1023.78,0.7464208362017745,0.23310575092678384,0.0,0.8840469000835736,0.2822096145392652
2017-02-12,-0.5,-1.6,1.5,0.0,422.0,4.22,76.75,6.8,13.5,4.5,1029.28,1.0660467649598222,0.3579015666085657,0.0,1.2411379153739746,0.25909177255488947
2017-02-13,-0.4,-2.9,3.4,0.0,774.0,7.74,77.83,5.7,12.4,4.6,1032.58,1.260445789257042,0.5227029218716841,0.0,0.9847933587166202,0.10909618969268979
2017-02-14,0.8,-2.9,6.3,0.0,841.0,8.41,72.5,4.4,12.2,4.7,1030.35,1.5432888343952418,0.6877376298674289,0.0,1.1012605808369036,0.10315805751843715
2017-02-15,4.6,-0.7,10.6,0.0,794.0,7.94,69.63,4.6,8.8,5.9,1029.46,1.9408371687819206,0.9348929381376461,0.0,1.4861826418594126,0.18282738469525456
2017-02-16,4.4,3.2,6.3,2.6,217.0,2.17,95.25,5.8,11.9,8.0,1024.02,0.37778055925477855,0.4942445985415295,0.3594146766095444,0.5981542175774129,0.47878444709347867
2017-02-17,3.8,3.1,4.9,0.4,330.0,3.3000000000000003,97.08,5.8,12.0,7.8,1020.46,0.403171609023403,0.37316687197802934,0.4189797055190665,0.48113138773675956,0.45005554662791303
2017-02-18,3.2,1.4,4.3,0.0,234.0,2.34,95.46,3.9,8.1,7.3,1023.28,0.40116762945494044,0.4689264460882562,0.43498084638431755,0.5135564196529846,0.4742686330186511
2017-02-19,4.4,2.6,6.0,2.6,550.0,5.5,95.04,5.7,11.2,8.0,1015.73,0.6890257538722484,0.5465345795468869,0.31933774068562715,0.5733216114292217,0.4463296760574244
2017-02-20,6.2,4.9,8.4,1.5,174.0,1.74,96.67,8.1,16.9,9.2,1008.72,0.30179938852622135,0.6103400453756591,0.44732297334890236,0.6472845688942475,0.5473037711215749
2017-02-21,5.0,4.3,7.4,4.3,862.0,8.620000000000001,93.04,6.4,13.1,8.1,1007.78,1.098208183273548,0.5555250167277083,0.1930092729845052,0.7496439630014693,0.47132661799298725
2017-02-22,6.3,5.1,8.2,0.4,604.0,6.04,88.17,9.4,19.8,8.5,997.58,1.0827135482984838,0.5977292945380114,0.0,1.3244814774425038,0.5334839756918751
2017-02-23,5.5,3.4,8.7,17.5,182.0,1.82,89.08,8.0,23.8,8.1,987.44,0.6669883510013195,0.769084796272035,0.0,1.1644368397063076,0.5612384522510317
2017-02-24,4.0,2.4,5.6,0.0,1012.0,10.120000000000001,82.83,8.8,20.1,6.8,1005.83,1.514408593560848,0.569034096346993,0.0,1.4985146054808862,0.49324897842991977
2017-02-25,4.3,2.9,6.2,8.3,148.0,1.48,89.79,6.7,17.0,7.5,1011.51,0.5488850877568937,0.5961191231454802,0.13240613937153478,0.9757234110555426,0.5540647752135387
2017-02-26,7.0,5.9,8.7,0.7,234.0,2.34,94.5,7.7,14.7,9.5,1003.71,0.4876211820007855,0.6269603031906752,0.3830050921748256,0.8356621891352771,0.6093336406550514
2017-02-27,8.4,5.8,9.7,5.9,274.0,2.74,83.42,7.3,17.2,9.2,993.02,1.196463422525451,0.795270908704177,0.0,1.5587130541397025,0.6520918126003271
2017-02-28,4.8,3.1,5.9,2.0,613.0,6.13,80.5,7.6,16.6,6.9,984.53,1.4405154510865505,0.591270105542609,0.0,1.614709350865841,0.6171940081129437
2017-03-01,4.9,3.0,7.0,0.1,898.0,8.98,85.83,5.5,12.8,7.4,993.81,1.4798606638688263,0.7219620993398363,0.18138765299380766,1.1976781654782562,0.6895329092360319
2017-03-02,5.4,4.5,6.7,0.0,717.0,7.17,88.13,6.1,12.8,7.9,999.71,1.2097269091547207,0.5564926977496951,0.252034108410774,1.1597789121020448,0.7059065102564094
2017-03-03,6.0,3.1,8.7,2.7,723.0,7.23,80.5,5.0,11.4,7.5,1003.91,1.5926315435307221,0.9261316737674865,0.006278835797960625,1.451034899476051,0.7286568676370058
2017-03-04,8.8,5.3,12.4,1.5,585.0,5.8500000000000005,76.88,3.9,8.1,8.7,991.45,1.7326060782746846,1.1849303521404997,0.0,1.6108405644160788,0.7872429213805281
2017-03-05,7.5,4.4,10.7,0.2,877.0,8.77,79.75,4.6,14.4,8.2,993.72,1.9348326915287368,1.0791712622025575,0.12025924687254674,1.5952471607523133,0.85775320381243
2017-03-06,5.3,3.5,7.2,0.1,522.0,5.22,91.46,4.1,10.6,8.2,999.59,0.8790698950401796,0.7674782512937879,0.5751367606676325,0.8916781777759546,0.7334074692217936
2017-03-07,3.3,2.7,3.7,0.0,247.0,2.47,81.58,3.7,7.8,6.3,1012.53,0.8318620482687307,0.37036020186138485,0.15719475366469426,1.0743415956314366,0.6157681746480654
2017-03-08,4.8,2.9,6.3,1.8,249.0,2.49,92.13,5.7,17.0,7.9,1010.82,0.5752451875653333,0.7432112655594687,0.4292704748922982,0.8675492239111544,0.6484098494017263
2017-03-09,5.6,3.7,7.3,0.5,512.0,5.12,95.04,7.3,16.0,8.6,1013.45,0.7072183363219265,0.8044275871020045,0.6715428479669839,0.8929712437723741,0.782257045869679
2017-03-10,6.0,5.0,8.0,0.0,1279.0,12.790000000000001,89.04,5.2,10.4,8.3,1024.14,1.8078038484447614,0.7586560492404183,0.8759811940853992,1.402907758205839,1.139444476145619
2017-03-11,7.7,5.3,12.1,0.0,1109.0,11.09,71.58,3.5,7.8,7.5,1021.19,2.512611891106408,1.242855592355957,0.16900812969423162,2.015803064167959,1.0924055969310953
2017-03-12,6.7,3.4,10.6,0.0,850.0,8.5,69.67,5.1,10.8,6.7,1016.8,2.2963196302873996,1.247692312137452,0.0,2.2455225390086797,0.9679210199324794
2017-03-13,5.0,2.2,7.6,0.0,874.0,8.74,87.08,4.4,7.9,7.6,1022.57,1.4129586451981988,1.0209060295259584,0.6983532046300844,1.2714732549711703,0.9849132298006273
2017-03-14,8.0,5.8,11.3,0.0,1078.0,10.78,87.96,6.3,13.4,9.4,1025.9,1.7535889969590779,1.1834858694191626,0.8007027923009076,1.6905947369757397,1.2456487646383236
2017-03-15,7.0,6.0,8.4,0.0,1354.0,13.540000000000001,87.21,5.4,10.1,8.8,1027.88,1.9970930090615824,0.7627036890905549,1.0509151160506898,1.7000510406939706,1.3754830783723302
2017-03-16,9.0,6.0,13.2,0.0,1373.0,13.73,80.71,4.9,12.7,9.2,1019.42,2.617622632326854,1.448652180215857,0.8263273030952689,2.180567934360126,1.5034476187276975
2017-03-17,6.8,5.8,7.8,9.0,902.0,9.02,84.04,8.2,16.7,8.3,1008.33,1.645308534017611,0.7110584121959866,0.3111431814186052,1.9671088098459413,1.1391259956322732
2017-03-18,6.7,5.4,8.1,6.0,1124.0,11.24,85.08,9.2,21.7,8.4,1000.38,1.7188036722742215,0.8346845521300242,0.47400630635150254,2.1186394401251527,1.2963228732383276
2017-03-19,7.7,5.0,9.3,19.5,191.0,1.9100000000000001,94.75,7.2,17.4,10.0,1000.94,0.4458343354708353,1.1119745201863613,0.5746874142793105,0.8828677744109884,0.7287775943451494
2017-03-20,8.8,7.5,10.3,3.9,331.0,3.31,95.5,6.4,19.0,10.9,999.57,0.5609077857605482,0.9491909012847582,0.7875684406596013,0.933019067516839,0.8602937540882202
2017-03-21,7.0,5.3,7.9,1.8,1331.0,13.31,77.67,7.8,16.1,7.8,1003.82,2.3823772993995487,0.8646293116274066,0.3909047561282444,2.5829336471403606,1.4869192016343025
2017-03-22,7.0,3.7,12.1,0.0,1653.0,16.53,71.04,4.8,10.4,7.0,1012.91,3.159478027970525,1.5754607242775587,0.6531591491699218,2.771056929807387,1.7121080394886543
2017-03-23,6.7,4.0,8.9,0.0,1634.0,16.34,74.13,6.2,13.3,7.3,1019.29,2.839964962282498,1.2048440148315531,0.7100367112455581,2.7214447728656084,1.7157407420555832
2017-03-24,6.5,4.1,9.3,0.0,1699.0,16.990000000000002,79.63,5.2,9.3,7.7,1030.16,2.689919959846302,1.2475292214249591,1.2489294038587992,2.386354520772613,1.817641962315706
2017-03-25,6.5,4.5,8.3,0.0,1681.0,16.81,84.46,3.7,6.6,8.2,1029.77,2.612810253351252,1.0805440148830392,1.7123387185837164,2.003028752088545,1.8576837353361306
2017-03-26,6.4,4.5,8.9,0.0,1164.0,11.64,90.21,3.9,7.5,8.7,1025.4,1.74807060933644,1.1730408971644943,1.4702642097246101,1.5412262011453877,1.505745205434999
2017-03-27,5.4,4.1,7.9,0.0,1492.0,14.92,95.63,3.6,7.8,8.6,1023.12,1.914339219201359,1.0585312874171608,2.0035537811888315,1.4994212214711733,1.7514875013300024
2017-03-28,8.5,3.9,12.9,0.7,1759.0,17.59,81.21,2.5,9.5,8.9,1018.11,3.2870913677137468,1.8701600712608635,2.0353927515566346,2.257732985426527,2.1465628684915807
2017-03-29,9.6,8.8,10.4,0.6,463.0,4.63,94.46,5.5,12.9,11.3,1018.65,0.8348809270207012,0.8317936570526331,1.0060350541830148,1.1209108552905884,1.0634729547368016
2017-03-30,13.1,9.9,16.4,0.0,1169.0,11.69,79.71,4.2,10.2,11.9,1019.23,2.866660489310049,1.9140308673149626,1.3044562052337119,2.537205750302364,1.920830977768038
2017-03-31,14.5,11.2,21.0,0.5,1546.0,15.46,71.5,4.9,12.1,11.6,1010.87,4.124759157185231,2.4865866436767536,1.028284321666816,3.8324788606991556,2.430381591182986
2017-04-01,11.2,9.1,15.5,2.4,932.0,9.32,84.5,3.0,10.2,11.2,1009.92,2.0977586077135117,1.825811344105175,1.355063595318132,1.907620910183823,1.6313422527509776
2017-04-02,9.0,6.7,11.1,0.0,1637.0,16.37,90.08,4.6,9.5,10.4,1017.66,2.490472431255035,1.4155808212256817,2.3011280217794092,2.1914900314484798,2.2463090266139445
2017-04-03,7.8,6.2,9.6,0.0,1544.0,15.44,80.83,3.6,6.8,8.6,1025.32,2.7281359487973273,1.2024982842580778,1.7787438229829142,2.3167204281405187,2.0477321255617165
2017-04-04,10.1,6.5,14.6,0.1,1958.0,19.580000000000002,73.96,3.0,6.0,9.0,1023.23,3.9927726380380326,2.046017298289955,2.1980429979251532,3.038875983559268,2.6184594907422105
2017-04-05,8.4,7.3,9.7,0.0,1667.0,16.67,84.17,8.5,16.2,9.3,1022.51,2.438182831579024,1.0576775119785378,1.6075244103687907,2.9316612792429653,2.269592844805878
2017-04-06,8.0,7.0,9.4,0.0,1642.0,16.42,79.42,9.4,14.6,8.5,1023.93,2.636476806729875,1.0531297368405268,1.0580216242173917,3.3711759579693004,2.214598791093346
2017-04-07,8.6,7.6,10.3,0.0,1058.0,10.58,91.33,7.9,13.4,10.3,1021.13,1.462057159267346,1.1555245683328614,1.4987670695605724,1.9513200057256612,1.7250435376431168
2017-04-08,8.8,6.9,11.4,0.0,1356.0,13.56,90.42,3.1,6.6,10.2,1022.77,2.3102912788823904,1.5193049694891072,2.1966595516607734,1.9424832101566816,2.0695713809087275
2017-04-09,12.0,5.5,18.8,0.0,2086.0,20.86,72.25,3.7,10.3,9.8,1019.84,4.56711949658704,2.957262986415771,2.4208604949902393,3.742849885189398,3.0818551900898186
2017-04-10,9.3,7.2,14.6,0.1,1587.0,15.870000000000001,76.71,10.2,15.6,9.0,1016.6,2.9076196421554643,2.0269879961451034,0.5035878901283724,4.191324385075265,2.3474561376018186
2017-04-11,8.7,7.4,10.7,0.3,1635.0,16.35,74.29,8.5,16.0,8.4,1020.06,3.0375115682958027,1.3372563424775537,0.8870945062810671,3.7942703987649287,2.340682452522998
2017-04-12,8.9,8.0,9.7,3.0,424.0,4.24,87.38,9.7,17.7,10.0,1009.73,1.1622200587264488,0.9768350944591169,0.2760883516845569,1.906056256808242,1.0910723042463994
2017-04-13,8.4,7.1,9.4,0.2,1672.0,16.72,77.04,10.5,16.1,8.5,1010.02,2.8271836358334483,1.1260369791979754,0.9356408693796592,3.8740912468801056,2.4048660581298824
2017-04-14,8.9,7.3,10.5,3.5,991.0,9.91,81.25,6.5,12.4,9.3,1011.2,2.0654172459204694,1.3667972824916172,0.978457736977608,2.4846481398737437,1.7315529384256758
2017-04-15,8.7,7.4,9.8,0.9,1694.0,16.94,77.46,11.7,22.8,8.7,1008.18,2.8425873051887605,1.1861198396309727,0.8546508189797226,4.128841847969765,2.491746333474744
2017-04-16,7.9,5.8,10.1,0.1,1981.0,19.81,75.21,9.3,20.6,8.0,1014.11,3.170591159832323,1.5542925518607094,1.4040002458600869,4.087819046728502,2.7459096462942942
2017-04-17,6.8,4.2,8.2,2.7,1955.0,19.55,71.88,9.0,18.5,7.1,1015.78,3.172863169087984,1.4482658705223435,1.2268178125737768,4.016153909578582,2.6214858610761795
2017-04-18,6.1,3.4,8.0,1.1,1781.0,17.81,62.67,8.4,14.9,5.9,1026.17,3.4205347396836183,1.5226761775100253,0.42798564114262483,4.308765057501561,2.368375349322093
2017-04-19,5.2,2.8,7.7,0.0,2027.0,20.27,55.04,4.1,9.8,4.8,1035.05,3.8818603704644046,1.5259287244563116,1.3583472251957662,3.6679151587489143,2.5131311919723403
2017-04-20,7.3,2.6,10.4,0.1,1773.0,17.73,69.21,4.7,11.8,7.2,1032.59,3.301369208405008,2.1195196968004333,1.7425252630248598,3.2988405632312463,2.520682913128053
2017-04-21,9.4,7.6,11.6,0.4,1099.0,10.99,88.54,8.2,15.5,10.5,1023.41,1.7384061258243553,1.6590296840089165,1.5561909767699014,2.3905025710307766,1.973346773900339
2017-04-22,7.5,5.2,9.1,1.5,2027.0,20.27,70.54,12.2,19.2,7.3,1020.61,3.3332287785508985,1.5366607676033919,0.6691649550989309,5.0253387851495015,2.847251870124216
2017-04-23,6.9,3.8,8.6,0.5,1769.0,17.69,71.83,9.4,20.8,7.1,1020.53,3.0520394901088936,1.6782015210831687,1.0460323894255241,4.032264429989608,2.539148409707566
2017-04-24,7.5,4.6,10.0,1.8,744.0,7.44,81.42,6.5,15.7,8.5,1008.91,1.664282787929887,1.8381336123996272,0.727079509438326,2.212317446832124,1.469698478135225
2017-04-25,5.9,3.7,8.2,0.7,2008.0,20.080000000000002,75.29,6.9,14.9,7.0,1003.36,3.0134266237441283,1.5844536264744813,1.9654321305003593,3.5533657478260285,2.759398939163194
2017-04-26,7.2,4.7,9.2,0.1,2488.0,24.88,64.5,5.0,12.5,6.5,1009.98,4.387152958280834,1.6844918188042521,2.477196445860014,4.244185790648549,3.3606911182542816
2017-04-27,7.1,4.7,10.2,2.9,1613.0,16.13,73.17,6.8,14.6,7.4,1011.81,2.9116306672760204,1.8691055920856816,1.3585958342782902,3.537707603962942,2.448151719120616
2017-04-28,7.9,6.7,10.2,0.3,1986.0,19.86,74.5,6.2,10.8,8.0,1010.73,3.348711466402763,1.5505433933756814,2.1368015984243587,3.7903481014679543,2.9635748499461565
2017-04-29,7.7,5.3,10.0,0.0,2483.0,24.830000000000002,70.71,5.4,11.3,7.4,1015.65,4.141553424765916,1.7959861636194123,2.8282389797577183,4.196115095260344,3.5121770375090313
2017-04-30,10.3,4.8,15.6,0.0,2550.0,25.5,58.38,5.9,15.3,6.9,1012.88,5.525625262838124,3.0217808625797473,2.088121267890113,5.544606187394317,3.816363727642215
2017-05-01,11.3,7.2,15.7,0.0,1578.0,15.780000000000001,64.08,6.4,14.5,8.6,1010.75,4.048722908846269,2.795839479793101,0.9063999116885402,4.581150402876686,2.743775157282613
2017-05-02,10.2,7.8,13.2,0.4,1642.0,16.42,75.04,8.2,15.9,9.4,1017.47,3.2230443653563032,2.1590572051110475,1.4527955580032739,4.140556564420324,2.796676061211799
2017-05-03,10.1,8.0,13.9,0.0,1064.0,10.64,78.75,8.8,15.0,9.8,1021.02,2.3903183598803306,2.2639856327829255,0.6679453145133651,3.444697351447453,2.056321332980409
2017-05-04,9.8,8.3,12.1,0.2,1372.0,13.72,66.92,10.3,17.0,8.1,1022.07,3.484220070637895,1.8093127082999398,0.0,5.006531650696909,2.4117030133263664
2017-05-05,8.9,7.9,10.2,2.8,638.0,6.38,78.38,8.2,16.2,8.9,1020.57,1.9307455092187404,1.370542834552673,0.1739241465774941,2.734696123514336,1.454310135045915
2017-05-06,9.5,7.3,12.5,0.0,1657.0,16.57,86.79,5.5,11.9,10.3,1014.28,2.65493746004306,2.1204211208658283,2.757123430835179,2.9368604474980557,2.8469919391666174
2017-05-07,9.4,8.0,12.2,0.0,1837.0,18.37,86.29,5.3,10.2,10.2,1013.78,2.8947311264357714,1.910414936308143,3.0398071068778116,3.1384897639177693,3.0891484353977905
2017-05-08,9.0,7.8,11.4,0.0,2185.0,21.85,75.33,9.6,15.4,8.7,1018.6,3.4612474154331805,1.7532055151418635,2.0878876809667437,4.833277778960822,3.460582729963783
2017-05-09,8.6,7.4,10.6,0.3,1876.0,18.76,66.71,6.0,11.2,7.5,1017.94,3.752212358828294,1.6378528716785334,1.7313976741184982,4.260533738628091,2.9959657063732945
2017-05-10,8.5,6.4,11.2,0.0,1846.0,18.46,73.83,4.8,10.4,8.2,1007.75,3.4367932405566517,2.0098255356051085,2.389554790104669,3.594705997272402,2.9921303936885355
2017-05-11,11.3,5.8,15.9,0.3,2733.0,27.330000000000002,70.88,5.7,13.1,9.5,1000.36,5.125804457632309,3.2438353004672256,3.7382571885602625,5.217785650337196,4.478021419448729
2017-05-12,13.9,11.8,17.3,6.0,768.0,7.68,85.96,3.7,10.3,13.8,999.9,1.9102720502633876,2.6218402169783928,1.5972024838826844,2.151521337368311,1.8743619106254976
2017-05-13,14.4,12.4,18.9,2.0,1489.0,14.89,88.25,2.7,9.4,14.5,1008.15,3.2068412381541944,2.910558144870125,3.291545675571043,2.8814672116853037,3.0865064436281733
2017-05-14,14.2,11.2,19.6,0.9,1982.0,19.82,79.5,3.8,9.0,12.8,1017.54,4.314607797489823,3.3051360028766776,3.5983383414692574,4.0643533035698916,3.8313458225195745
2017-05-15,15.0,11.2,20.0,2.4,2565.0,25.650000000000002,73.67,3.0,8.7,12.4,1025.43,5.842771782042338,3.484889277327451,4.697850828627306,4.91058570695005,4.804218267788678
2017-05-16,18.2,13.7,22.9,0.0,1548.0,15.48,71.67,3.6,8.9,15.0,1023.41,4.513224310443232,3.929910383974786,2.6417876496807065,4.205492868604457,3.423640259142582
2017-05-17,19.8,13.6,26.4,0.0,1745.0,17.45,70.58,3.8,10.6,16.1,1016.26,5.271329606462946,4.864408631339621,3.006089173003798,4.852105788338868,3.929097480671333
2017-05-18,14.2,10.0,21.0,0.2,1171.0,11.71,86.67,5.8,12.2,14.0,1009.21,2.525975424091064,3.8554342726047235,2.160043530361632,2.998761920736996,2.579402725549314
2017-05-19,13.5,11.0,18.2,5.4,783.0,7.83,86.21,4.8,10.6,13.3,1008.74,1.953766106921532,3.064547170877556,1.487051301042336,2.324637974378546,1.905844637710441
2017-05-20,13.1,11.3,16.3,0.7,2074.0,20.740000000000002,77.83,3.6,10.2,11.7,1017.72,4.386256209402845,2.53201996636213,3.7108453531736805,4.056484111307295,3.883664732240488
2017-05-21,13.4,11.2,17.9,0.0,2516.0,25.16,77.04,3.5,7.2,11.8,1024.26,5.1988031033515245,2.9718229087686527,4.55365127399895,4.69320001426037,4.62342564412966
2017-05-22,15.5,10.7,20.0,0.0,2727.0,27.27,70.63,4.3,9.3,12.5,1018.42,6.151755763466532,3.752005557103056,4.681459574548371,5.645038646065946,5.1632491103071585
2017-05-23,14.6,11.8,19.6,0.0,2314.0,23.14,75.67,6.5,13.4,12.5,1015.03,4.872146638105821,3.356267996771134,3.519412999606688,5.398914686364085,4.459163842985387
2017-05-24,13.0,10.9,16.3,0.0,1638.0,16.38,80.25,6.4,10.5,12.0,1020.83,3.385611977331892,2.664638860563699,2.5447385283542734,3.9264383180801654,3.2355884232172194
2017-05-25,13.1,10.2,15.8,0.0,1906.0,19.06,86.63,5.2,8.7,13.1,1022.74,3.437924169511028,2.7321826974313423,3.759781586054822,3.6296727107402074,3.6947271483975146
2017-05-26,11.6,10.0,13.7,0.0,2029.0,20.29,96.08,3.9,8.0,13.1,1021.63,3.2003489869629127,2.12037224222506,4.492869106130746,3.07664777496306,3.784758440546903
2017-05-27,21.2,11.0,28.9,0.7,2951.0,29.51,64.38,4.4,9.7,15.1,1016.73,8.589044892925854,6.207290155809895,5.384604667002135,7.356051084877315,6.370327875939725
2017-05-28,17.1,13.8,20.0,0.0,2844.0,28.44,81.17,5.4,10.5,15.9,1015.42,5.841171566548888,3.279590865506835,5.801570545850518,5.703857236329337,5.752713891089927
2017-05-29,14.4,13.0,16.8,0.3,1747.0,17.47,90.25,5.0,9.0,14.8,1012.09,3.2154336381225432,2.376151519572258,3.842976692047883,3.3675848419714765,3.60528076700968
2017-05-30,15.9,13.9,18.3,0.0,1091.0,10.91,91.5,6.1,14.2,16.6,1010.51,2.177592623913012,2.683808198981252,2.5587948925222106,2.6125224859895484,2.5856586892558795
2017-05-31,13.8,11.6,15.3,0.0,2942.0,29.42,77.58,7.3,13.6,12.3,1018.99,5.231590548990443,2.314156786207952,4.92453702226237,5.8754629351273495,5.39999997869486
2017-06-01,13.0,10.9,15.4,0.0,3087.0,30.87,70.29,3.5,7.0,10.5,1020.94,6.3594381590459435,2.494091229895886,5.364655421391985,5.541491816662434,5.45307361902721
2017-06-02,16.4,10.3,20.9,0.0,2924.0,29.240000000000002,66.46,3.4,7.3,12.2,1015.87,7.1006431862355175,4.261141487511322,5.334959385480066,5.970222894038989,5.652591139759528
2017-06-03,17.1,14.5,20.3,0.1,1752.0,17.52,72.0,2.9,9.8,14.0,1010.33,4.729065875539234,3.22417802690217,3.3635137279685416,4.213894338654425,3.7887040333114834
2017-06-04,15.3,13.7,18.2,0.0,2715.0,27.150000000000002,78.75,7.3,11.6,13.7,1011.3,5.209029990901783,2.6995272832292065,4.705882671770346,5.910541758249267,5.308212215009807
2017-06-05,16.2,13.0,20.5,0.8,1500.0,15.0,68.54,4.7,12.2,12.5,1009.44,4.4522654352299345,3.587386640331649,2.0072440296435543,4.544327491216803,3.2757857604301788
2017-06-06,16.3,12.7,21.2,4.2,1602.0,16.02,65.33,7.4,20.4,12.1,996.9,4.992677701417501,3.8378589476276517,1.0381642369368436,5.855616448758796,3.4468903428478197
2017-06-07,13.2,11.7,15.2,8.7,404.0,4.04,78.33,10.8,21.9,11.9,1001.74,2.2027571210659165,2.2429461405857234,0.0,3.4008071947050578,1.3290189957920322
2017-06-08,15.1,12.8,18.0,2.5,708.0,7.08,84.67,5.1,13.4,14.6,1010.22,2.01704051142213,2.9064319426932803,1.339507513310438,2.435882823005327,1.8876951681578824
2017-06-09,15.4,14.3,16.7,16.4,977.0,9.77,87.75,4.2,14.8,15.3,1008.89,2.328423521693151,1.9956634774242497,2.2478071908078956,2.4928054517459097,2.3703063212769027
2017-06-10,16.4,13.3,20.0,0.0,1724.0,17.240000000000002,83.13,3.6,9.6,15.4,1016.01,4.019204686440038,3.4397726756633564,3.75165711520009,3.7660542533803714,3.7588556842902308
2017-06-11,19.1,15.5,25.8,1.0,2508.0,25.080000000000002,73.63,4.8,12.3,16.2,1011.76,6.345480232409263,4.607607838284494,4.751127646495322,6.226154046707551,5.488640846601436
2017-06-12,15.7,14.9,16.8,0.0,1661.0,16.61,77.0,9.9,17.9,13.8,1010.12,3.952310460003858,1.7986975575768942,1.8843197702511967,5.2208590934274515,3.552589431839324
2017-06-13,15.1,13.7,17.0,0.0,2365.0,23.650000000000002,77.25,8.5,14.9,13.2,1015.59,4.759181357800131,2.3304359385621263,3.6354059551394524,5.754597233686599,4.695001594413026
2017-06-14,16.0,13.8,18.4,0.0,2951.0,29.51,75.42,3.5,6.9,13.7,1018.17,6.538701493583247,2.8292379673133423,5.930126348783542,5.671625077214225,5.8008757129988835
2017-06-15,18.7,14.3,26.0,0.5,2189.0,21.89,72.96,5.2,14.8,15.6,1011.7,5.755697430077184,4.876307114235633,3.776689289609272,5.897250995000667,4.83697014230497
2017-06-16,15.7,14.5,16.9,0.0,2175.0,21.75,78.96,10.4,17.1,14.1,1015.66,4.354534688634308,2.0282848305412604,3.133913471238607,5.770443071965646,4.4521782716021265
2017-06-17,16.3,14.6,18.3,0.0,1630.0,16.3,83.13,6.6,12.7,15.5,1022.06,3.5696318864868797,2.5647728795343014,3.0787724640903615,4.091000598286128,3.584886531188245
2017-06-18,19.2,15.7,21.6,0.0,3019.0,30.19,,,,,1023.09,,3.515430229705489,0.0,,
2017-06-19,20.4,16.1,25.4,0.0,,,,,,,1018.63,,4.557793247215393,0.0,,
2017-06-20,16.1,13.7,18.4,0.0,,,77.52,8.7,13.5,14.2,1018.31,,2.8756724162190532,0.0,,
2017-06-21,15.5,13.4,18.1,0.0,,,69.25,4.4,8.5,12.2,1017.18,,2.8246649282782106,0.0,,
